2137.84 1930.68
1564.94 1753.56
2467.76 2462.98
1722.56 1782.21
2118.67 1558.56
1939.93 1636.97
1799.68 2285.95
2196.74 1597.38
2304.09 1848.01
2274.84 1665.38
1674.52 2049.65
2012.06 1973.38
2413.7 1516.27
1629.91 2484.97
2258.61 2046.1
1855.85 2399.53
2044.89 2069.46
2389.72 1899.49
2428.79 2365.48
1947.78 1674.04
2060.47 1767.96
2261.33 2405.87
2223.16 1829.88
1911.62 1821.19
2237.9 1731.06
2472.15 1972.65
1747.28 1980.76
2396.95 2202.16
1749.66 2038.16
1899.73 1942.81
1506.98 2075.81
2405.31 2078.68
2321.56 2494.36
2279.22 2123.4
1722.3 2092.64
2429.04 1637.31
2315.39 2366.35
2145.04 2099.33
1510.61 1905.29
1909.2 2245.13
2391.12 2319.54
1518.55 1605.97
1994.43 1787.57
1914.57 1709.43
1725.07 2154.05
2356.02 2435.91
2425.86 2132.36
1774.46 2493.44
1799.79 2452.5
2498.27 2170.15
1973.95 1658.38
1693.29 1934.87
2200.82 2147.29
1665.03 2275.16
1650.2 2388.09
2268.71 1543.34
2275.58 2276.71
1984.31 2283.74
1770.19 2032.77
2268.91 2335.93
2225.22 2050.15
2384.73 1973.33
2073.9 1580.42
2124.18 1978.5
2400.25 2240.03
1995.34 2161.75
2197.09 2083.9
1718.62 1636.63
2011.78 1999.48
1941.27 2257.93
1754.19 2287.13
1975.86 1810.04
2498.3 2466.54
2154.37 2202.83
1948.3 2203.26
2478.01 1715.09
1830.86 1966.86
2484.95 2314.85
2050.53 1547.81
2194.43 2082.33
2127.71 2032.63
1657.88 1835.09
2303.06 1505.77
1643.67 1878.77
2086.93 2186.51
2179.33 2125.12
2115.76 1968.32
2101.26 2108.11
2145.67 1649.72
2067.03 2069.89
2401.2 2025.16
1602.04 2212.57
1609.71 1641.15
1563.13 2274.44
2174.57 1878.29
2408.85 1815.91
2434.13 1939.84
2257.35 1525.88
1878.43 1544.18
1666.39 1707.75
1811.99 2090.08
2461.71 1564.8
2475.07 2153.04
1826.71 2342.47
1994.33 1606.89
2229.64 2301.65
2100.29 2182.61
1794.76 1950.61
2060.63 1927.69
1524.76 2160.89
1693.85 2370.54
2021.25 2071.55
1535.42 1662.32
2155.03 2073.81
1717.66 1583.88
1957.19 1614.9
2370.45 2128.23
2372.28 2173.0
1911.56 1946.63
2379.15 2458.04
2257.55 1628.22
2317.36 1688.79
2479.58 2279.16
1554.9 2313.19
2309.82 2178.0
2366.03 1722.64
