#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
10218      3965.01 1500.79 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10219      2454.52 928.488 19.226  0.032   1.592   0.049   INDEF   INDEF   INDEF   INDEF  
10220      1770.90 3875.52 19.303  0.015   1.486   0.034   0.893   0.135   INDEF   INDEF  
10221      2810.59 2234.41 19.235  0.022   1.609   0.037   INDEF   INDEF   INDEF   INDEF  
10222      31.598  3443.40 19.399  0.024   1.327   0.045   0.352   0.120   1.954   0.065  
10223      573.781 1692.42 19.302  0.025   1.471   0.045   INDEF   INDEF   INDEF   INDEF  
10224      1269.49 3402.52 19.321  0.016   1.436   0.036   INDEF   INDEF   1.244   0.138  
10225      455.099 798.015 19.443  0.025   1.116   0.043   INDEF   INDEF   INDEF   INDEF  
10226      3584.93 2851.57 19.297  0.014   1.541   0.031   INDEF   INDEF   1.653   0.088  
10227      1845.39 3821.26 19.230  0.030   1.676   0.057   INDEF   INDEF   INDEF   INDEF  
10228      139.867 1646.24 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10229      1114.24 925.482 19.313  0.029   1.394   0.048   0.572   0.103   INDEF   INDEF  
10230      1626.24 3919.92 19.279  0.022   1.528   0.039   INDEF   INDEF   INDEF   INDEF  
10231      3583.30 2806.86 19.266  0.015   1.541   0.027   0.491   0.103   INDEF   INDEF  
10232      1087.87 3252.23 19.317  0.017   1.503   0.035   INDEF   INDEF   1.774   0.069  
10233      3115.05 258.711 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10234      4018.35 3430.45 19.347  0.015   1.372   0.030   0.163   0.099   1.702   0.084  
10235      1290.21 990.688 19.292  0.032   1.454   0.049   0.461   0.174   INDEF   INDEF  
10236      480.447 200.065 19.153  0.027   1.916   0.052   INDEF   INDEF   INDEF   INDEF  
10237      998.529 3095.20 19.331  0.018   1.399   0.034   INDEF   INDEF   INDEF   INDEF  
10238      1108.69 3463.06 19.304  0.017   1.538   0.035   INDEF   INDEF   1.753   0.073  
10239      2064.80 864.820 19.423  0.028   1.926   0.053   INDEF   INDEF   2.948   0.055  
10240      3974.19 1552.19 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10241      733.790 660.629 19.410  0.021   1.144   0.041   0.755   0.120   INDEF   INDEF  
10242      2468.55 3419.55 19.331  0.016   1.422   0.045   0.262   0.124   INDEF   INDEF  
10243      2490.15 480.212 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10244      2195.26 1152.48 19.235  0.018   1.699   0.037   INDEF   INDEF   INDEF   INDEF  
10245      901.885 4055.01 19.358  0.023   1.316   0.051   INDEF   INDEF   INDEF   INDEF  
10246      644.985 2309.40 19.347  0.023   1.358   0.043   INDEF   INDEF   INDEF   INDEF  
10247      1510.93 258.123 19.385  0.030   1.874   0.056   INDEF   INDEF   2.220   0.051  
10248      1573.90 923.627 19.261  0.028   1.565   0.043   INDEF   INDEF   1.590   0.081  
10249      3044.21 3339.33 19.282  0.016   1.541   0.030   INDEF   INDEF   INDEF   INDEF  
10250      3492.92 2242.45 19.299  0.011   1.669   0.040   INDEF   INDEF   INDEF   INDEF  
10251      435.305 1029.25 19.388  0.025   1.243   0.045   0.327   0.068   INDEF   INDEF  
10252      962.548 1919.67 19.308  0.023   1.459   0.042   INDEF   INDEF   INDEF   INDEF  
10253      825.891 899.677 19.263  0.027   1.949   0.052   INDEF   INDEF   2.140   0.061  
10254      1344.13 185.389 19.459  0.028   1.137   0.042   0.610   0.198   INDEF   INDEF  
10255      1190.27 3520.34 19.376  0.017   1.269   0.035   INDEF   INDEF   INDEF   INDEF  
10256      1935.26 554.979 19.261  0.031   1.676   0.050   INDEF   INDEF   1.873   0.074  
10257      3946.68 367.238 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10258      1992.15 3425.07 19.307  0.013   1.492   0.031   0.470   0.084   INDEF   INDEF  
10259      839.786 2012.98 19.242  0.021   1.769   0.048   INDEF   INDEF   INDEF   INDEF  
10260      447.032 957.179 19.401  0.021   1.219   0.038   0.537   0.152   INDEF   INDEF  
10261      2698.08 1145.53 19.246  0.024   1.629   0.044   INDEF   INDEF   INDEF   INDEF  
10262      885.255 1236.46 19.347  0.030   1.339   0.050   0.714   0.147   INDEF   INDEF  
10263      2401.85 2332.85 19.306  0.028   1.409   0.039   0.462   0.077   INDEF   INDEF  
10264      540.044 666.749 19.298  0.025   1.481   0.043   INDEF   INDEF   INDEF   INDEF  
10265      2008.87 3437.73 19.347  0.013   1.353   0.031   0.565   0.110   INDEF   INDEF  
10266      2421.15 3800.82 19.325  0.016   1.431   0.032   INDEF   INDEF   INDEF   INDEF  
10267      1972.00 3518.02 19.345  0.037   1.362   0.056   0.345   0.162   INDEF   INDEF  
10268      556.118 2892.02 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10269      905.791 1288.03 19.305  0.027   1.462   0.048   0.386   0.162   INDEF   INDEF  
10270      3351.64 2699.81 19.340  0.016   1.375   0.028   0.468   0.099   INDEF   INDEF  
10271      2172.74 1703.72 19.257  0.024   2.113   0.042   INDEF   INDEF   2.236   0.044  
10272      3545.71 2971.98 19.316  0.014   1.489   0.029   0.562   0.118   1.715   0.076  
10273      1075.73 1765.76 19.233  0.023   1.643   0.040   INDEF   INDEF   INDEF   INDEF  
10274      391.549 2531.83 19.364  0.025   1.295   0.048   0.384   0.084   INDEF   INDEF  
10275      815.092 2453.61 19.321  0.022   1.530   0.042   INDEF   INDEF   1.880   0.072  
10276      3257.28 3798.50 19.359  0.020   1.341   0.035   INDEF   INDEF   INDEF   INDEF  
10277      2581.64 3670.71 19.387  0.017   1.242   0.035   0.347   0.077   1.417   0.116  
10278      297.102 1743.90 19.362  0.023   1.333   0.043   INDEF   INDEF   INDEF   INDEF  
10279      2315.78 524.344 19.283  0.031   1.663   0.078   INDEF   INDEF   INDEF   INDEF  
10280      905.836 676.155 19.356  0.023   1.415   0.044   INDEF   INDEF   1.833   0.081  
10281      2408.64 2510.01 19.342  0.028   1.355   0.039   0.568   0.087   INDEF   INDEF  
10282      2040.74 1263.96 19.199  0.027   1.650   0.039   INDEF   INDEF   1.766   0.124  
10283      2707.93 1675.08 19.334  0.020   1.407   0.036   INDEF   INDEF   INDEF   INDEF  
10284      2329.36 830.079 19.246  0.033   1.546   0.047   INDEF   INDEF   INDEF   INDEF  
10285      529.954 3606.95 19.366  0.022   1.310   0.050   INDEF   INDEF   INDEF   INDEF  
10286      1860.58 3588.45 19.349  0.016   1.372   0.035   INDEF   INDEF   INDEF   INDEF  
10287      2472.00 3695.23 19.343  0.016   1.393   0.033   INDEF   INDEF   INDEF   INDEF  
10288      3409.63 2010.54 19.323  0.020   1.428   0.034   INDEF   INDEF   INDEF   INDEF  
10289      2578.50 1990.82 19.313  0.022   1.459   0.036   INDEF   INDEF   1.522   0.099  
10290      1445.20 3134.79 19.293  0.018   1.544   0.036   INDEF   INDEF   INDEF   INDEF  
10291      1447.98 1567.19 19.279  0.025   1.469   0.034   0.511   0.092   INDEF   INDEF  
10292      3333.53 476.725 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10293      937.761 1862.24 19.278  0.023   1.570   0.043   INDEF   INDEF   INDEF   INDEF  
10294      492.161 791.603 19.394  0.026   1.252   0.043   0.845   0.140   INDEF   INDEF  
10295      3867.14 2297.55 19.344  0.015   1.393   0.029   INDEF   INDEF   INDEF   INDEF  
10296      1297.59 1913.98 19.279  0.020   1.517   0.033   0.353   0.096   INDEF   INDEF  
10297      1943.36 1937.04 19.270  0.018   1.569   0.032   0.487   0.106   1.518   0.167  
10298      616.510 1910.29 19.335  0.025   1.418   0.047   INDEF   INDEF   INDEF   INDEF  
10299      3962.77 398.995 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10300      1601.22 2373.40 19.247  0.019   1.762   0.036   INDEF   INDEF   1.870   0.067  
10301      2827.78 1209.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10302      1231.82 780.127 19.302  0.022   1.458   0.035   0.453   0.096   INDEF   INDEF  
10303      3089.19 1090.61 19.404  0.029   2.277   0.051   INDEF   INDEF   2.624   0.044  
10304      657.050 1974.23 19.328  0.020   1.452   0.041   INDEF   INDEF   INDEF   INDEF  
10305      3078.77 137.438 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10306      845.495 1672.09 19.300  0.024   1.507   0.043   INDEF   INDEF   INDEF   INDEF  
10307      1370.78 1724.61 19.225  0.026   1.634   0.040   INDEF   INDEF   INDEF   INDEF  
10308      1651.73 3406.84 19.377  0.015   1.296   0.031   INDEF   INDEF   INDEF   INDEF  
10309      1917.97 1965.97 19.266  0.018   1.567   0.030   INDEF   INDEF   INDEF   INDEF  
10310      1374.20 131.052 19.334  0.026   1.416   0.043   INDEF   INDEF   INDEF   INDEF  
10311      2905.53 3529.17 19.299  0.016   1.544   0.031   INDEF   INDEF   1.701   0.126  
10312      2445.54 2037.25 19.273  0.024   1.522   0.035   INDEF   INDEF   1.408   0.101  
10313      2689.60 2675.56 19.298  0.021   1.464   0.032   0.490   0.094   INDEF   INDEF  
10314      1613.26 3011.33 19.257  0.017   1.659   0.032   INDEF   INDEF   INDEF   INDEF  
10315      656.444 3187.07 19.351  0.018   1.387   0.039   INDEF   INDEF   INDEF   INDEF  
10316      1471.50 1937.33 19.294  0.022   1.512   0.037   INDEF   INDEF   INDEF   INDEF  
10317      1329.86 583.696 19.336  0.030   1.396   0.050   0.379   0.104   1.475   0.164  
10318      975.769 1445.31 19.319  0.022   1.435   0.043   0.515   0.093   INDEF   INDEF  
10319      1479.25 1512.09 19.375  0.028   1.335   0.038   INDEF   INDEF   INDEF   INDEF  
10320      1309.34 2096.57 19.322  0.023   1.433   0.036   0.422   0.099   1.413   0.106  
10321      1717.02 2802.56 19.360  0.041   1.359   0.058   INDEF   INDEF   INDEF   INDEF  
10322      2350.89 4023.44 19.331  0.017   1.447   0.035   INDEF   INDEF   INDEF   INDEF  
10323      2375.10 3658.72 19.306  0.018   1.597   0.034   INDEF   INDEF   1.863   0.062  
10324      3617.05 91.866  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10325      2956.00 3861.05 19.364  0.018   1.352   0.037   INDEF   INDEF   INDEF   INDEF  
10326      1746.65 2171.28 19.409  0.020   1.242   0.033   0.328   0.070   INDEF   INDEF  
10327      228.706 452.569 19.387  0.027   1.289   0.041   0.536   0.091   INDEF   INDEF  
10328      1115.07 2451.10 19.294  0.023   1.541   0.043   INDEF   INDEF   INDEF   INDEF  
10329      3139.51 2041.55 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10330      2986.25 182.116 19.348  0.024   1.799   0.077   0.025   0.139   2.020   0.067  
10331      3817.45 2256.10 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10332      2458.76 3461.73 19.385  0.014   1.272   0.031   0.405   0.102   INDEF   INDEF  
10333      99.464  1574.84 19.402  0.021   1.235   0.043   INDEF   INDEF   INDEF   INDEF  
10334      373.509 1713.29 19.367  0.021   1.310   0.045   0.469   0.090   INDEF   INDEF  
10335      293.088 1529.26 19.410  0.027   1.232   0.049   INDEF   INDEF   INDEF   INDEF  
10336      2017.03 1323.50 19.272  0.024   1.529   0.037   0.387   0.145   INDEF   INDEF  
10337      127.233 2405.38 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10338      3663.07 2733.61 19.358  0.015   1.368   0.029   0.403   0.101   INDEF   INDEF  
10339      3556.16 3343.69 19.384  0.014   1.282   0.029   0.425   0.077   1.407   0.121  
10340      1335.72 3077.32 19.290  0.019   1.667   0.038   INDEF   INDEF   1.818   0.068  
10341      1144.54 3624.98 19.357  0.017   1.359   0.049   0.484   0.108   INDEF   INDEF  
10342      996.422 3325.41 19.355  0.016   1.434   0.037   INDEF   INDEF   1.730   0.076  
10343      1457.87 552.755 19.314  0.030   1.470   0.048   INDEF   INDEF   INDEF   INDEF  
10344      1575.74 2480.64 19.263  0.021   2.055   0.046   INDEF   INDEF   2.216   0.055  
10345      426.532 3702.21 19.435  0.025   1.264   0.046   0.257   0.120   1.895   0.070  
10346      1567.86 629.638 19.257  0.027   1.691   0.054   0.813   0.163   1.809   0.117  
10347      3439.66 2448.37 19.266  0.021   1.659   0.038   INDEF   INDEF   1.969   0.110  
10348      531.796 4076.58 19.381  0.025   1.298   0.058   INDEF   INDEF   INDEF   INDEF  
10349      306.552 375.905 19.424  0.028   1.252   0.041   INDEF   INDEF   INDEF   INDEF  
10350      935.800 3522.57 19.356  0.019   1.382   0.041   0.482   0.149   INDEF   INDEF  
10351      1233.46 844.648 19.290  0.031   1.476   0.051   0.592   0.102   INDEF   INDEF  
10352      2701.13 3512.28 19.321  0.017   1.468   0.031   0.806   0.139   INDEF   INDEF  
10353      4040.36 2536.66 19.384  0.029   1.286   0.070   INDEF   INDEF   INDEF   INDEF  
10354      3012.82 3896.36 19.394  0.023   1.325   0.041   INDEF   INDEF   1.657   0.079  
10355      26.118  1544.02 19.412  0.025   1.236   0.046   INDEF   INDEF   INDEF   INDEF  
10356      113.166 55.223  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10357      131.460 2909.56 19.335  0.026   1.418   0.047   0.990   0.173   INDEF   INDEF  
10358      2495.47 3704.42 19.283  0.021   1.780   0.038   INDEF   INDEF   1.953   0.050  
10359      2766.52 3941.60 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10360      3311.17 2741.64 19.298  0.016   1.577   0.031   INDEF   INDEF   1.636   0.079  
10361      3282.85 1308.95 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10362      878.405 2248.30 19.337  0.027   2.044   0.048   INDEF   INDEF   2.266   0.046  
10363      2182.59 1320.07 19.348  0.026   1.396   0.039   INDEF   INDEF   INDEF   INDEF  
10364      3095.24 3116.48 19.382  0.016   1.316   0.027   0.499   0.099   1.396   0.201  
10365      1245.99 2229.35 19.302  0.019   1.509   0.034   0.418   0.103   INDEF   INDEF  
10366      1973.84 3180.47 19.363  0.015   1.371   0.027   INDEF   INDEF   INDEF   INDEF  
10367      1215.72 3054.61 19.409  0.017   1.655   0.038   INDEF   INDEF   2.444   0.042  
10368      1814.10 1295.19 19.189  0.028   1.668   0.039   INDEF   INDEF   INDEF   INDEF  
10369      320.584 1104.19 19.319  0.014   1.614   0.040   INDEF   INDEF   INDEF   INDEF  
10370      1174.09 2050.25 19.335  0.021   1.411   0.034   0.466   0.077   INDEF   INDEF  
10371      3332.30 3769.05 19.337  0.017   1.453   0.032   INDEF   INDEF   INDEF   INDEF  
10372      3493.94 1461.91 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10373      3836.41 3286.93 19.366  0.017   1.433   0.033   INDEF   INDEF   1.842   0.065  
10374      398.534 2624.04 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10375      2494.95 1197.17 19.282  0.018   1.717   0.044   INDEF   INDEF   INDEF   INDEF  
10376      2524.23 615.133 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10377      1371.53 785.826 19.344  0.033   1.383   0.049   0.558   0.105   INDEF   INDEF  
10378      2383.40 2233.40 19.377  0.032   1.349   0.047   INDEF   INDEF   INDEF   INDEF  
10379      531.502 2699.63 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10380      550.295 1814.27 19.337  0.026   1.459   0.049   INDEF   INDEF   INDEF   INDEF  
10381      2887.54 1922.34 19.330  0.023   1.460   0.039   INDEF   INDEF   INDEF   INDEF  
10382      2531.35 2380.61 19.389  0.024   1.327   0.037   0.226   0.074   INDEF   INDEF  
10383      930.854 700.497 19.336  0.032   1.574   0.219   0.583   0.258   INDEF   INDEF  
10384      526.022 1087.23 19.388  0.025   1.322   0.044   INDEF   INDEF   INDEF   INDEF  
10385      3410.32 131.900 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10386      1738.34 3804.47 19.401  0.020   1.282   0.036   0.383   0.099   INDEF   INDEF  
10387      360.285 1016.65 19.377  0.024   1.346   0.053   INDEF   INDEF   INDEF   INDEF  
10388      3404.60 2376.95 19.317  0.019   1.513   0.035   INDEF   INDEF   INDEF   INDEF  
10389      1482.30 1213.09 19.439  0.026   1.680   0.094   INDEF   INDEF   2.227   0.063  
10390      1380.80 681.616 19.381  0.027   1.366   0.044   INDEF   INDEF   1.583   0.097  
10391      2987.17 143.801 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10392      2325.82 2612.92 19.290  0.026   1.498   0.038   0.381   0.084   INDEF   INDEF  
10393      810.658 1248.10 19.312  0.028   1.616   0.051   INDEF   INDEF   1.811   0.083  
10394      1493.49 1627.30 19.370  0.019   1.359   0.038   0.366   0.087   INDEF   INDEF  
10395      116.720 1719.49 19.394  0.023   1.313   0.041   INDEF   INDEF   INDEF   INDEF  
10396      208.010 2046.83 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10397      1859.11 3704.25 19.322  0.016   1.567   0.037   INDEF   INDEF   INDEF   INDEF  
10398      2848.77 3673.37 19.322  0.016   1.520   0.031   INDEF   INDEF   1.703   0.153  
10399      2174.77 2585.40 19.298  0.024   1.521   0.037   INDEF   INDEF   INDEF   INDEF  
10400      2319.55 1427.01 19.251  0.021   1.681   0.037   INDEF   INDEF   INDEF   INDEF  
10401      1637.79 881.081 19.296  0.033   1.717   0.056   INDEF   INDEF   1.854   0.074  
10402      3214.54 31.757  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10403      428.735 2456.06 19.385  0.023   1.212   0.092   0.752   0.145   INDEF   INDEF  
10404      3092.14 3919.75 19.352  0.020   1.427   0.035   0.496   0.170   1.492   0.101  
10405      1625.14 1401.90 19.283  0.024   1.532   0.036   0.851   0.153   INDEF   INDEF  
10406      3709.37 3931.95 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10407      3628.79 4105.53 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10408      3507.27 3968.93 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10409      768.797 1963.47 19.308  0.022   1.548   0.046   0.731   0.130   INDEF   INDEF  
10410      2238.27 3068.67 19.409  0.015   1.277   0.028   0.420   0.150   INDEF   INDEF  
10411      2024.23 888.850 19.244  0.029   1.653   0.047   INDEF   INDEF   INDEF   INDEF  
10412      356.111 2306.61 19.430  0.026   1.226   0.047   INDEF   INDEF   INDEF   INDEF  
10413      1471.14 2813.21 19.320  0.022   1.498   0.038   INDEF   INDEF   INDEF   INDEF  
10414      3633.91 2547.49 19.350  0.014   1.468   0.031   INDEF   INDEF   1.568   0.171  
10415      1031.83 1094.94 19.381  0.028   1.322   0.046   0.555   0.097   INDEF   INDEF  
10416      31.694  3553.02 19.293  0.071   1.483   0.091   INDEF   INDEF   INDEF   INDEF  
10417      2105.87 1874.42 19.238  0.017   1.688   0.029   INDEF   INDEF   INDEF   INDEF  
10418      2936.19 366.191 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10419      1028.35 2669.04 19.302  0.021   1.562   0.037   INDEF   INDEF   INDEF   INDEF  
10420      1703.79 1187.64 19.329  0.033   1.442   0.045   INDEF   INDEF   INDEF   INDEF  
10421      774.604 1902.71 19.376  0.021   1.372   0.045   INDEF   INDEF   INDEF   INDEF  
10422      3380.87 1571.65 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10423      1022.02 1875.62 19.249  0.027   1.595   0.039   0.932   0.139   1.461   0.096  
10424      2009.39 2018.74 19.334  0.017   1.468   0.032   0.713   0.124   INDEF   INDEF  
10425      1517.88 2165.87 19.428  0.019   1.240   0.032   0.324   0.070   INDEF   INDEF  
10426      3116.72 3860.21 19.458  0.018   1.126   0.035   INDEF   INDEF   INDEF   INDEF  
10427      661.699 519.461 19.372  0.026   1.382   0.044   INDEF   INDEF   INDEF   INDEF  
10428      3565.27 2492.42 19.343  0.014   1.528   0.033   0.435   0.173   1.574   0.091  
10429      822.220 378.151 19.385  0.026   1.328   0.046   0.629   0.130   INDEF   INDEF  
10430      1575.10 4022.34 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10431      2537.21 3866.74 19.295  0.019   1.627   0.039   1.142   0.207   INDEF   INDEF  
10432      358.227 2346.14 19.481  0.026   1.050   0.052   INDEF   INDEF   INDEF   INDEF  
10433      707.847 738.570 19.371  0.025   1.353   0.045   0.772   0.119   INDEF   INDEF  
10434      3911.74 3034.29 19.319  0.016   1.819   0.040   INDEF   INDEF   2.024   0.054  
10435      3741.08 901.075 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10436      3563.11 2264.01 19.234  0.016   1.855   0.033   INDEF   INDEF   INDEF   INDEF  
10437      2454.24 3737.71 19.299  0.017   1.645   0.036   INDEF   INDEF   INDEF   INDEF  
10438      1429.84 1931.64 19.271  0.017   1.621   0.029   0.449   0.100   INDEF   INDEF  
10439      3767.10 2543.03 19.351  0.016   1.460   0.032   INDEF   INDEF   INDEF   INDEF  
10440      2886.83 2056.96 19.306  0.021   1.602   0.042   INDEF   INDEF   INDEF   INDEF  
10441      455.287 1581.62 19.375  0.024   1.342   0.046   0.501   0.088   INDEF   INDEF  
10442      1100.60 2614.85 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10443      3133.18 744.583 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10444      2540.31 435.683 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10445      906.049 2552.92 19.359  0.022   1.416   0.037   INDEF   INDEF   INDEF   INDEF  
10446      2747.45 2340.97 19.305  0.024   1.489   0.033   0.484   0.103   1.428   0.109  
10447      2654.54 532.224 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10448      2439.84 3795.24 19.411  0.017   1.280   0.032   0.523   0.121   INDEF   INDEF  
10449      842.983 940.506 19.392  0.028   1.312   0.048   0.396   0.083   INDEF   INDEF  
10450      1215.88 3631.69 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10451      1171.92 848.744 19.276  0.025   1.737   0.047   INDEF   INDEF   1.731   0.081  
10452      3591.84 125.852 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10453      1395.98 3010.94 19.335  0.020   1.488   0.036   INDEF   INDEF   INDEF   INDEF  
10454      1463.10 2023.38 19.310  0.018   1.530   0.030   0.350   0.085   1.472   0.160  
10455      595.725 1602.19 19.351  0.024   1.453   0.044   INDEF   INDEF   INDEF   INDEF  
10456      2214.65 2183.96 19.293  0.027   1.515   0.040   0.416   0.089   INDEF   INDEF  
10457      2190.80 235.471 19.363  0.031   1.430   0.062   INDEF   INDEF   INDEF   INDEF  
10458      2876.32 3664.83 19.355  0.019   1.425   0.035   0.742   0.133   INDEF   INDEF  
10459      2548.93 997.755 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10460      2013.03 1493.73 19.282  0.023   1.569   0.036   INDEF   INDEF   1.443   0.174  
10461      3635.72 3055.34 19.330  0.017   2.101   0.044   INDEF   INDEF   2.307   0.045  
10462      989.158 1046.60 19.375  0.023   1.396   0.045   0.429   0.109   1.587   0.096  
10463      2782.02 281.188 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10464      2105.69 2165.31 19.297  0.024   1.545   0.042   0.542   0.102   INDEF   INDEF  
10465      1349.63 4066.34 19.368  0.019   1.439   0.048   INDEF   INDEF   INDEF   INDEF  
10466      3152.23 2534.20 19.382  0.017   1.773   0.032   INDEF   INDEF   2.511   0.039  
10467      2446.79 3252.05 19.336  0.015   1.542   0.032   INDEF   INDEF   INDEF   INDEF  
10468      3212.08 476.594 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10469      4000.64 3557.80 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10470      1106.07 4001.88 19.374  0.019   1.416   0.046   INDEF   INDEF   INDEF   INDEF  
10471      3023.78 776.510 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10472      970.791 404.770 19.351  0.025   1.474   0.044   INDEF   INDEF   1.601   0.110  
10473      2926.26 3122.93 19.371  0.014   1.405   0.025   INDEF   INDEF   INDEF   INDEF  
10474      3750.66 1845.48 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10475      4020.00 2418.75 19.428  0.018   1.257   0.033   INDEF   INDEF   INDEF   INDEF  
10476      636.516 2281.20 19.332  0.023   1.532   0.046   INDEF   INDEF   INDEF   INDEF  
10477      1103.85 583.025 19.394  0.026   1.339   0.046   0.336   0.111   INDEF   INDEF  
10478      1835.64 1987.50 19.307  0.018   1.539   0.030   0.354   0.115   INDEF   INDEF  
10479      2625.47 4001.75 19.438  0.021   1.223   0.037   0.606   0.104   INDEF   INDEF  
10480      274.988 2778.37 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10481      1775.53 1970.18 19.370  0.020   1.458   0.053   INDEF   INDEF   INDEF   INDEF  
10482      164.549 2125.76 19.393  0.026   1.354   0.049   INDEF   INDEF   INDEF   INDEF  
10483      147.257 2256.80 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10484      2251.12 792.170 19.305  0.026   1.563   0.043   INDEF   INDEF   INDEF   INDEF  
10485      1164.43 2987.61 19.456  0.017   1.685   0.037   INDEF   INDEF   2.541   0.039  
10486      1962.79 1935.61 19.336  0.018   1.471   0.029   0.466   0.107   INDEF   INDEF  
10487      2703.81 4100.14 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10488      4003.09 1140.76 19.466  0.021   1.838   0.054   INDEF   INDEF   2.403   0.045  
10489      2723.80 1084.09 19.298  0.030   1.553   0.046   INDEF   INDEF   1.246   0.134  
10490      2279.45 1226.73 19.091  0.026   2.022   0.043   INDEF   INDEF   INDEF   INDEF  
10491      2790.91 3963.69 19.301  0.020   1.809   0.039   INDEF   INDEF   2.011   0.057  
10492      1115.97 1092.20 19.382  0.030   1.347   0.058   0.556   0.120   INDEF   INDEF  
10493      318.556 3935.61 19.453  0.025   1.265   0.049   INDEF   INDEF   1.858   0.080  
10494      1790.82 1763.95 19.216  0.018   2.072   0.039   INDEF   INDEF   2.255   0.082  
10495      2378.75 1502.53 19.315  0.024   1.520   0.038   INDEF   INDEF   INDEF   INDEF  
10496      2311.02 497.599 19.265  0.032   1.669   0.055   INDEF   INDEF   INDEF   INDEF  
10497      1971.01 2297.98 19.285  0.021   1.609   0.036   INDEF   INDEF   INDEF   INDEF  
10498      215.626 815.752 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10499      3705.97 3840.56 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
10500      1060.94 3902.33 19.378  0.019   1.427   0.048   INDEF   INDEF   INDEF   INDEF  
10501      818.154 733.657 19.346  0.027   1.505   0.053   INDEF   INDEF   INDEF   INDEF  
