#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
4204       306.168 1395.44 17.876  0.018   1.140   0.035   0.412   0.047   INDEF   INDEF  
4205       3444.84 2215.85 17.810  0.010   1.307   0.021   0.404   0.029   1.363   0.027  
4206       894.449 941.385 17.851  0.021   1.152   0.038   0.530   0.042   1.372   0.037  
4207       1144.27 2017.38 17.855  0.018   1.184   0.028   0.500   0.030   1.352   0.032  
4208       2204.56 3865.58 17.840  0.013   1.289   0.030   0.429   0.037   1.541   0.025  
4209       2303.94 1860.35 17.784  0.018   1.368   0.034   0.380   0.038   1.426   0.039  
4210       274.799 4038.12 17.876  0.022   1.108   0.041   0.607   0.046   1.515   0.037  
4211       3213.45 61.133  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4212       1136.45 1343.34 17.827  0.022   1.487   0.036   0.585   0.039   1.728   0.028  
4213       3350.08 3284.67 17.893  0.011   1.070   0.020   0.496   0.029   1.173   0.031  
4214       3326.58 2505.47 17.809  0.010   1.295   0.019   0.531   0.030   1.313   0.027  
4215       3436.58 1246.08 17.772  0.018   1.495   0.027   0.612   0.032   1.667   0.026  
4216       21.704  608.773 17.943  0.025   1.136   0.035   INDEF   INDEF   INDEF   INDEF  
4217       3506.92 82.384  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4218       2304.46 1864.77 17.811  0.032   1.259   0.049   0.396   0.045   1.299   0.046  
4219       321.318 3337.87 17.851  0.018   1.196   0.039   0.479   0.041   1.522   0.033  
4220       2139.84 523.773 18.396  0.032   2.483   0.062   INDEF   INDEF   2.821   0.038  
4221       2657.74 2726.73 17.805  0.014   1.322   0.023   0.492   0.031   1.390   0.029  
4222       390.364 3178.74 17.798  0.017   1.179   0.040   0.651   0.042   1.379   0.032  
4223       2245.68 3073.83 17.753  0.010   1.433   0.020   0.799   0.033   1.361   0.028  
4224       3471.90 3664.70 17.865  0.013   1.161   0.026   0.388   0.031   1.337   0.028  
4225       251.165 1356.45 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4226       1780.90 1609.56 17.764  0.015   1.371   0.024   0.565   0.030   1.296   0.028  
4227       105.680 4001.95 17.959  0.023   0.997   0.042   0.348   0.041   1.319   0.040  
4228       2090.11 49.746  17.841  0.022   1.183   0.039   0.442   0.037   1.319   0.042  
4229       2317.26 3555.99 17.877  0.011   1.161   0.024   0.275   0.028   1.277   0.030  
4230       3027.98 3316.06 17.787  0.011   1.442   0.022   0.533   0.032   1.582   0.026  
4231       343.972 1885.46 17.846  0.018   1.199   0.036   0.399   0.040   1.305   0.033  
4232       3152.60 3752.70 17.815  0.012   1.247   0.027   0.496   0.034   1.231   0.031  
4233       1749.09 1958.64 17.796  0.011   1.371   0.018   0.467   0.027   1.362   0.027  
4234       1343.02 3536.71 17.840  0.012   1.255   0.030   0.396   0.034   1.430   0.027  
4235       1390.63 1733.67 17.851  0.016   1.259   0.024   0.374   0.028   1.337   0.031  
4236       3483.51 2097.38 17.827  0.011   1.267   0.021   0.413   0.028   1.176   0.033  
4237       1097.96 3994.39 17.931  0.018   1.384   0.040   0.872   0.075   1.784   0.028  
4238       360.568 2096.48 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4239       3432.98 1403.67 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4240       2869.84 2051.41 17.814  0.012   1.298   0.023   0.368   0.030   1.130   0.035  
4241       2736.67 711.077 17.850  0.025   1.135   0.041   0.436   0.039   0.980   0.046  
4242       1300.50 4098.43 17.781  0.018   1.275   0.045   0.756   0.055   INDEF   INDEF  
4243       3641.29 3885.18 18.062  0.014   2.026   0.032   1.042   0.104   2.315   0.019  
4244       1155.02 3437.70 17.853  0.013   1.200   0.029   0.364   0.030   1.334   0.053  
4245       164.959 1612.46 17.499  0.019   1.879   0.037   0.965   0.048   INDEF   INDEF  
4246       1685.89 1947.50 17.847  0.009   1.318   0.018   0.323   0.025   1.510   0.022  
4247       705.862 886.446 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4248       3502.16 1246.54 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4249       3054.32 2808.94 17.758  0.012   1.439   0.021   1.020   0.036   1.444   0.026  
4250       348.259 4094.82 17.932  0.022   0.985   0.048   0.500   0.055   INDEF   INDEF  
4251       204.873 633.309 17.950  0.024   1.083   0.034   0.456   0.036   INDEF   INDEF  
4252       2904.21 1523.05 17.702  0.018   1.513   0.032   0.916   0.044   1.335   0.031  
4253       2272.94 1027.15 17.797  0.025   1.643   0.037   0.555   0.045   1.731   0.032  
4254       801.081 73.547  17.415  0.025   1.911   0.037   1.118   0.054   INDEF   INDEF  
4255       171.055 1425.40 17.985  0.020   1.049   0.035   0.278   0.036   INDEF   INDEF  
4256       3306.32 885.992 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4257       4056.44 362.206 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4258       4006.32 2057.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4259       1322.31 1140.88 17.823  0.025   1.275   0.039   0.399   0.037   1.299   0.035  
4260       1570.51 3025.75 18.063  0.015   2.103   0.026   INDEF   INDEF   2.294   0.019  
4261       3082.00 3201.19 17.833  0.010   1.293   0.021   0.522   0.031   1.397   0.028  
4262       3990.43 3432.52 17.833  0.012   1.393   0.022   0.505   0.029   1.634   0.022  
4263       2674.00 1854.89 17.843  0.017   1.200   0.029   0.435   0.030   1.140   0.035  
4264       1573.42 3364.25 17.860  0.012   1.757   0.026   0.914   0.049   1.930   0.019  
4265       886.579 448.974 17.781  0.021   1.234   0.035   0.947   0.043   INDEF   INDEF  
4266       450.511 278.956 17.780  0.025   1.234   0.037   0.628   0.032   INDEF   INDEF  
4267       1957.40 2061.86 17.838  0.015   1.237   0.024   0.498   0.026   1.266   0.031  
4268       201.660 3271.88 17.886  0.018   1.179   0.039   0.506   0.044   1.531   0.033  
4269       2534.78 2681.83 17.975  0.017   1.772   0.033   INDEF   INDEF   1.916   0.023  
4270       255.419 3866.97 17.945  0.022   1.038   0.042   0.480   0.044   1.474   0.034  
4271       1861.70 3282.21 17.855  0.009   1.243   0.020   0.437   0.029   1.316   0.026  
4272       1838.99 1141.42 17.801  0.021   1.439   0.031   0.466   0.036   1.508   0.030  
4273       3201.82 33.003  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4274       521.979 1892.24 17.903  0.019   1.007   0.039   0.495   0.039   1.082   0.042  
4275       2888.28 1067.15 17.794  0.019   1.586   0.030   1.025   0.072   1.645   0.029  
4276       4005.56 2277.33 17.839  0.011   1.247   0.024   0.560   0.032   INDEF   INDEF  
4277       1334.30 3849.89 17.883  0.015   1.146   0.034   0.539   0.042   1.409   0.029  
4278       3449.41 1465.22 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4279       471.953 3814.00 17.953  0.022   1.029   0.039   0.394   0.040   1.352   0.033  
4280       112.046 1039.17 18.024  0.023   1.021   0.035   0.322   0.035   INDEF   INDEF  
4281       689.981 650.225 17.870  0.024   1.198   0.041   0.460   0.042   INDEF   INDEF  
4282       3908.88 2899.87 17.866  0.010   1.239   0.022   0.427   0.030   1.407   0.027  
4283       3050.06 2471.18 17.923  0.013   1.138   0.022   0.425   0.030   1.161   0.075  
4284       1186.94 1856.45 17.823  0.020   1.478   0.031   0.564   0.038   1.606   0.027  
4285       205.980 2461.23 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4286       2549.49 1830.58 17.844  0.017   1.228   0.028   0.456   0.030   1.249   0.030  
4287       3827.06 3860.33 17.889  0.014   1.166   0.025   0.560   0.029   1.495   0.029  
4288       1426.43 3418.90 17.835  0.011   1.334   0.024   0.495   0.030   1.476   0.024  
4289       2519.60 3247.14 17.844  0.012   1.424   0.024   0.607   0.036   1.622   0.022  
4290       1065.11 300.738 17.820  0.027   1.170   0.044   0.714   0.044   INDEF   INDEF  
4291       1281.29 1634.21 17.868  0.021   1.246   0.030   0.551   0.039   1.334   0.034  
4292       3488.97 3247.69 17.895  0.011   1.201   0.020   0.368   0.027   1.344   0.028  
4293       1142.74 1635.92 17.852  0.019   1.310   0.032   0.373   0.032   1.442   0.030  
4294       3337.02 138.891 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4295       3885.14 1984.22 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4296       2383.40 3659.58 17.827  0.012   1.362   0.026   0.601   0.036   1.446   0.025  
4297       534.816 284.415 17.342  0.025   2.308   0.038   1.056   0.120   INDEF   INDEF  
4298       2766.53 2836.17 17.873  0.015   1.261   0.024   0.357   0.027   1.350   0.035  
4299       1381.99 3057.95 17.839  0.013   1.340   0.025   0.453   0.030   1.470   0.026  
4300       926.146 583.822 17.839  0.021   1.240   0.040   0.511   0.042   1.352   0.042  
4301       1713.25 2800.83 17.879  0.017   1.322   0.027   0.332   0.033   1.562   0.030  
4302       2424.27 3614.13 17.817  0.012   1.292   0.025   0.597   0.031   1.309   0.032  
4303       734.514 3428.79 17.877  0.013   1.073   0.038   0.556   0.043   1.218   0.041  
4304       2538.02 2137.43 17.755  0.020   1.530   0.028   0.845   0.039   1.522   0.028  
4305       3227.71 3065.70 17.883  0.008   1.220   0.019   0.350   0.026   1.374   0.028  
4306       1183.19 1152.21 17.816  0.021   1.357   0.035   0.446   0.038   1.538   0.047  
4307       1443.82 216.196 17.841  0.022   1.272   0.040   0.580   0.044   1.408   0.034  
4308       1527.23 2994.63 17.996  0.015   1.997   0.029   0.827   0.065   2.202   0.021  
4309       1771.83 835.331 17.902  0.025   1.190   0.038   0.381   0.038   1.301   0.043  
4310       2527.57 1889.27 17.916  0.019   1.124   0.028   0.476   0.027   1.124   0.037  
4311       1770.05 2958.09 17.835  0.015   1.327   0.023   0.490   0.030   1.334   0.030  
4312       3744.79 1730.40 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4313       650.328 2180.84 17.881  0.020   1.258   0.037   0.417   0.038   1.459   0.029  
4314       1817.88 3759.20 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4315       1554.88 2612.46 17.893  0.019   1.790   0.031   0.973   0.072   1.844   0.025  
4316       2104.69 1854.10 17.836  0.012   1.368   0.021   0.327   0.026   1.347   0.027  
4317       650.352 511.901 17.849  0.022   1.194   0.036   0.783   0.042   INDEF   INDEF  
4318       3344.86 2453.31 17.844  0.010   1.417   0.022   0.431   0.031   1.569   0.024  
4319       332.349 553.758 17.879  0.022   1.194   0.032   0.530   0.030   INDEF   INDEF  
4320       3527.56 2517.75 17.852  0.009   1.360   0.019   0.400   0.032   1.459   0.027  
4321       332.846 2761.55 17.868  0.018   1.240   0.041   0.501   0.043   1.476   0.033  
4322       151.849 1692.63 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4323       1692.46 3521.91 17.841  0.010   1.263   0.024   0.969   0.038   1.335   0.028  
4324       3615.91 2661.08 17.835  0.010   1.354   0.019   0.762   0.034   1.454   0.030  
4325       1911.68 1339.86 17.987  0.022   2.124   0.031   0.854   0.067   2.220   0.025  
4326       3319.95 277.816 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4327       777.592 1192.23 17.949  0.020   1.064   0.039   0.450   0.044   INDEF   INDEF  
4328       935.131 1079.98 17.870  0.020   1.201   0.035   0.473   0.036   1.283   0.035  
4329       3766.51 2836.89 17.926  0.012   1.928   0.031   INDEF   INDEF   2.117   0.022  
4330       2476.56 3421.98 17.882  0.013   1.249   0.024   0.427   0.032   1.357   0.029  
4331       3454.04 1429.88 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4332       2653.25 3853.14 17.904  0.013   1.124   0.027   0.559   0.033   1.354   0.028  
4333       3477.03 1350.71 19.297  0.126   -0.070  0.140   0.711   0.039   3.125   0.122  
4334       2594.02 3487.03 17.822  0.010   1.581   0.023   0.783   0.039   1.658   0.021  
4335       3850.31 1698.10 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4336       2353.54 391.595 17.877  0.024   1.178   0.048   0.370   0.049   1.142   0.043  
4337       563.897 4066.91 17.904  0.021   1.112   0.042   0.641   0.052   INDEF   INDEF  
4338       878.062 1042.69 17.915  0.022   1.170   0.038   0.343   0.040   1.266   0.036  
4339       356.905 106.558 17.601  0.025   1.440   0.042   1.146   0.045   INDEF   INDEF  
4340       1616.71 377.901 18.384  0.026   2.330   0.046   INDEF   INDEF   2.623   0.030  
4341       3740.32 3094.49 17.914  0.012   1.242   0.026   0.446   0.036   1.668   0.029  
4342       1627.68 3332.25 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4343       173.811 1827.50 17.906  0.020   1.210   0.040   0.328   0.045   1.334   0.045  
4344       3697.54 1941.32 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4345       3807.48 1874.57 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4346       1064.49 271.214 17.993  0.023   1.059   0.039   0.376   0.040   INDEF   INDEF  
4347       567.108 1950.45 17.836  0.018   1.234   0.038   0.690   0.044   1.307   0.029  
4348       3658.77 24.336  18.288  0.024   1.990   0.040   INDEF   INDEF   2.489   0.029  
4349       1344.12 3715.27 18.250  0.014   2.341   0.031   INDEF   INDEF   2.683   0.018  
4350       2250.16 3121.54 17.927  0.009   1.101   0.019   0.579   0.027   1.295   0.029  
4351       1058.52 4108.87 17.640  0.027   1.823   0.053   1.425   0.102   INDEF   INDEF  
4352       3871.62 3652.98 17.912  0.011   1.220   0.022   0.391   0.031   1.437   0.028  
4353       2893.02 3852.90 17.891  0.015   1.246   0.030   0.505   0.037   1.459   0.029  
4354       3354.21 1186.15 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4355       1514.27 796.031 17.869  0.024   1.454   0.039   0.485   0.043   1.589   0.032  
4356       3039.26 3384.02 17.894  0.012   1.270   0.022   0.387   0.032   1.403   0.028  
4357       2320.27 3467.18 17.986  0.009   0.944   0.021   0.389   0.030   1.006   0.051  
4358       1986.97 1920.56 17.877  0.012   1.282   0.019   0.469   0.024   1.262   0.035  
4359       2478.20 3037.82 17.845  0.012   1.411   0.020   0.546   0.030   1.511   0.023  
4360       3372.83 3180.17 17.849  0.010   1.403   0.019   0.910   0.066   1.358   0.031  
4361       1903.85 3577.06 18.055  0.009   1.577   0.024   0.883   0.062   2.357   0.016  
4362       386.360 2128.82 17.913  0.020   1.187   0.042   0.455   0.046   1.433   0.032  
4363       107.290 1114.45 17.999  0.022   1.068   0.035   0.402   0.035   INDEF   INDEF  
4364       954.360 2384.65 17.863  0.018   1.343   0.030   0.494   0.034   1.447   0.028  
4365       58.911  586.195 17.887  0.026   1.206   0.037   0.657   0.040   INDEF   INDEF  
4366       3438.69 1251.37 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4367       721.135 2734.01 18.020  0.017   1.902   0.032   INDEF   INDEF   2.093   0.023  
4368       763.377 3898.57 17.907  0.018   1.135   0.040   0.904   0.071   1.345   0.032  
4369       927.907 2121.38 17.957  0.015   1.144   0.038   0.316   0.044   1.536   0.030  
4370       2964.15 2173.67 17.879  0.012   1.295   0.023   0.359   0.029   1.295   0.029  
4371       1670.98 566.029 18.597  0.032   2.230   0.207   INDEF   INDEF   2.501   0.036  
4372       611.487 3664.94 17.897  0.016   1.184   0.036   0.462   0.037   1.435   0.035  
4373       2693.17 1124.65 18.177  0.026   2.211   0.045   INDEF   INDEF   2.316   0.031  
4374       1691.96 1342.13 18.045  0.023   2.137   0.032   INDEF   INDEF   2.277   0.026  
4375       3488.55 3134.77 17.868  0.009   1.349   0.019   0.554   0.031   1.436   0.025  
4376       1882.77 3080.18 17.705  0.010   1.753   0.018   0.848   0.045   INDEF   INDEF  
4377       735.721 1936.85 17.909  0.017   1.429   0.035   0.497   0.041   1.656   0.025  
4378       1716.71 1696.35 17.853  0.015   1.442   0.024   0.545   0.033   1.600   0.025  
4379       3013.78 1325.28 17.904  0.019   1.208   0.029   0.490   0.032   1.155   0.045  
4380       1497.47 3405.23 18.014  0.014   1.304   0.028   -0.062  0.048   1.831   0.025  
4381       1214.77 3223.44 17.826  0.012   1.394   0.027   0.710   0.033   1.544   0.027  
4382       1529.93 1529.98 17.818  0.019   1.462   0.026   1.121   0.044   1.569   0.029  
4383       2017.71 2539.85 18.003  0.023   1.084   0.033   0.362   0.032   1.212   0.042  
4384       3110.46 1206.07 17.841  0.019   1.422   0.028   0.493   0.033   1.489   0.029  
4385       4093.27 3703.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4386       505.416 3123.58 17.860  0.014   1.281   0.035   0.633   0.040   1.459   0.030  
4387       2137.33 17.348  17.903  0.021   1.468   0.037   INDEF   INDEF   1.570   0.034  
4388       1405.71 2617.75 17.803  0.017   1.483   0.027   0.758   0.037   1.478   0.027  
4389       3765.40 1042.12 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4390       1058.71 1391.87 17.866  0.023   1.376   0.037   0.575   0.040   1.542   0.032  
4391       2993.73 381.081 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4392       1808.12 3028.94 17.860  0.011   1.348   0.021   0.410   0.025   1.391   0.027  
4393       1306.31 2705.67 17.892  0.016   1.903   0.026   0.923   0.052   1.948   0.021  
4394       1058.61 594.601 17.891  0.022   1.278   0.039   0.508   0.042   1.441   0.033  
4395       3291.37 2158.45 17.854  0.012   1.378   0.028   0.435   0.038   INDEF   INDEF  
4396       175.411 514.032 17.943  0.025   1.188   0.037   0.519   0.047   INDEF   INDEF  
4397       2680.43 2138.87 17.881  0.018   1.368   0.029   0.362   0.053   1.364   0.030  
4398       961.679 2365.06 17.796  0.015   1.405   0.027   0.695   0.035   INDEF   INDEF  
4399       2571.59 2687.00 17.980  0.017   1.977   0.034   0.908   0.067   2.052   0.023  
4400       1350.40 1727.63 17.822  0.019   1.381   0.027   0.719   0.034   1.360   0.031  
4401       354.844 123.003 17.915  0.027   1.140   0.042   0.550   0.038   INDEF   INDEF  
4402       790.325 1150.61 17.937  0.023   1.158   0.040   0.492   0.041   1.404   0.033  
4403       1571.14 2683.37 17.849  0.019   1.428   0.030   0.398   0.033   1.472   0.029  
4404       1917.98 2042.46 17.857  0.012   1.415   0.021   0.403   0.027   1.523   0.026  
4405       1052.96 176.245 17.869  0.041   1.184   0.054   0.625   0.039   INDEF   INDEF  
4406       3782.90 1913.49 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4407       2478.53 2167.93 17.885  0.023   1.316   0.031   0.426   0.032   1.412   0.043  
4408       2409.91 4096.60 17.842  0.017   1.325   0.037   0.554   0.043   INDEF   INDEF  
4409       1036.52 3238.90 17.986  0.012   1.480   0.030   1.056   0.052   1.966   0.020  
4410       22.518  3311.25 17.968  0.023   1.176   0.043   INDEF   INDEF   1.427   0.038  
4411       715.773 3766.90 17.920  0.017   1.319   0.039   0.597   0.060   1.556   0.032  
4412       388.437 1743.22 17.860  0.018   1.419   0.039   1.224   0.059   1.547   0.030  
4413       2909.70 4085.27 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4414       2475.95 55.758  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4415       474.322 286.018 17.944  0.028   1.096   0.038   0.699   0.033   INDEF   INDEF  
4416       589.031 2113.56 18.016  0.022   1.764   0.041   0.898   0.064   1.987   0.028  
4417       2110.94 1895.71 17.878  0.014   1.288   0.022   0.561   0.029   1.207   0.031  
4418       3852.48 2151.40 17.855  0.012   1.459   0.022   1.163   0.050   1.702   0.031  
4419       1891.53 3917.61 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4420       3930.69 3592.48 17.961  0.012   1.184   0.023   0.363   0.035   1.484   0.028  
4421       172.370 1854.73 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4422       3396.93 3049.28 17.885  0.011   1.389   0.020   0.518   0.032   1.579   0.025  
4423       105.020 1769.22 17.893  0.018   1.182   0.038   0.652   0.045   INDEF   INDEF  
4424       454.003 1763.25 18.026  0.018   0.896   0.039   0.455   0.039   1.029   0.049  
4425       2091.15 202.408 17.821  0.021   1.294   0.040   0.686   0.044   1.241   0.037  
4426       619.283 1003.32 17.926  0.022   1.189   0.039   0.479   0.043   1.370   0.036  
4427       1717.38 3603.77 17.869  0.010   1.521   0.025   0.714   0.039   1.684   0.023  
4428       3366.32 2589.37 17.917  0.010   1.266   0.021   0.340   0.029   1.340   0.028  
4429       1577.38 232.569 17.877  0.021   1.293   0.038   0.464   0.038   1.378   0.034  
4430       3689.49 2600.61 17.866  0.010   1.349   0.021   0.650   0.033   1.315   0.029  
4431       2358.25 2478.94 17.821  0.024   1.349   0.034   0.760   0.037   1.314   0.033  
4432       2685.39 1656.01 18.024  0.019   2.021   0.033   0.800   0.104   2.031   0.024  
4433       4073.31 2253.44 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4434       2281.31 3216.88 17.968  0.010   1.105   0.019   0.425   0.033   1.133   0.041  
4435       1780.10 3910.56 17.886  0.013   1.460   0.030   0.654   0.045   1.598   0.025  
4436       2746.24 1920.12 17.808  0.017   1.538   0.028   0.702   0.045   1.422   0.028  
4437       3261.32 1149.62 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4438       695.848 12.398  18.075  0.037   1.061   0.051   INDEF   INDEF   INDEF   INDEF  
4439       2875.86 6.854   17.968  0.022   1.568   0.043   INDEF   INDEF   1.742   0.033  
4440       857.051 215.585 18.011  0.023   1.019   0.038   0.593   0.040   INDEF   INDEF  
4441       610.081 648.081 17.912  0.020   1.190   0.037   0.547   0.040   INDEF   INDEF  
4442       1409.21 4053.40 17.941  0.016   1.499   0.037   1.001   0.071   1.696   0.026  
4443       2179.53 3212.26 17.938  0.009   1.206   0.017   0.369   0.028   1.205   0.031  
4444       1706.93 1908.73 17.970  0.011   1.183   0.016   0.460   0.024   INDEF   INDEF  
4445       76.746  1042.41 18.002  0.022   1.085   0.034   0.500   0.038   INDEF   INDEF  
4446       3235.05 3763.17 17.933  0.015   1.239   0.028   0.469   0.036   1.485   0.031  
4447       3037.03 1347.05 17.765  0.020   1.558   0.031   0.866   0.040   1.490   0.032  
4448       624.934 3983.39 18.020  0.027   1.198   0.046   0.454   0.051   1.761   0.041  
4449       1935.06 1544.98 18.159  0.017   2.312   0.029   INDEF   INDEF   2.400   0.021  
4450       2210.34 2322.94 17.876  0.025   1.352   0.036   0.370   0.034   1.358   0.036  
4451       783.551 3899.84 17.981  0.018   1.505   0.048   1.186   0.102   1.754   0.029  
4452       1434.13 3023.83 17.876  0.014   1.360   0.027   0.637   0.036   1.523   0.032  
4453       3324.84 1745.06 17.869  0.015   1.434   0.024   0.461   0.032   1.521   0.026  
4454       735.323 1606.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4455       1500.12 591.484 18.475  0.026   2.417   0.048   INDEF   INDEF   2.664   0.030  
4456       2613.47 785.049 17.967  0.026   1.160   0.040   0.311   0.035   1.096   0.046  
4457       1569.83 791.832 17.952  0.025   1.614   0.049   0.683   0.052   1.858   0.032  
4458       2913.57 2310.06 17.877  0.013   1.347   0.022   0.445   0.029   1.294   0.028  
4459       845.355 3447.97 17.911  0.013   1.214   0.036   0.497   0.038   1.435   0.028  
4460       2242.49 2074.86 17.931  0.019   1.194   0.028   0.488   0.031   1.122   0.036  
4461       3110.15 861.695 17.875  0.021   1.568   0.034   0.599   0.039   1.762   0.029  
4462       2645.94 3440.89 17.918  0.013   1.284   0.025   0.432   0.032   1.432   0.029  
4463       1216.22 2942.60 17.871  0.013   1.407   0.025   0.474   0.032   1.498   0.029  
4464       214.290 1133.92 17.874  0.022   1.237   0.036   0.623   0.037   INDEF   INDEF  
4465       1500.12 86.748  17.935  0.024   1.460   0.037   0.690   0.044   1.776   0.031  
4466       3740.14 2933.45 17.939  0.010   1.229   0.021   0.429   0.029   1.458   0.032  
4467       2570.53 2322.59 17.902  0.020   1.346   0.028   0.316   0.028   1.393   0.033  
4468       2753.05 2520.33 17.907  0.015   1.283   0.024   0.407   0.027   1.247   0.037  
4469       3191.26 3504.05 18.109  0.013   2.129   0.026   0.762   0.128   2.349   0.018  
4470       3397.09 1993.05 17.898  0.013   1.337   0.023   0.370   0.032   1.316   0.028  
4471       3796.27 1719.77 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4472       366.533 2533.74 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4473       2519.94 1480.31 17.768  0.020   1.498   0.036   0.775   0.038   1.397   0.029  
4474       1673.04 2764.67 17.795  0.019   1.322   0.028   1.193   0.036   INDEF   INDEF  
4475       1413.16 2950.60 17.842  0.014   1.398   0.026   0.569   0.033   1.372   0.060  
4476       3206.51 1335.30 17.846  0.017   1.634   0.025   0.590   0.033   1.810   0.025  
4477       2292.40 1182.73 17.854  0.023   1.392   0.032   0.434   0.031   1.376   0.034  
4478       2374.92 1673.60 17.875  0.017   1.399   0.026   0.365   0.030   1.419   0.030  
4479       3462.98 157.078 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
4480       2167.03 3331.19 17.905  0.009   1.329   0.022   0.497   0.036   1.351   0.027  
4481       2604.45 1816.56 17.880  0.015   1.364   0.032   0.423   0.037   1.366   0.032  
4482       3314.43 2697.36 17.910  0.012   1.329   0.021   0.431   0.030   1.419   0.028  
4483       526.342 3962.54 17.960  0.020   1.096   0.038   0.655   0.048   1.346   0.036  
4484       3979.27 189.996 18.006  0.023   1.212   0.037   INDEF   INDEF   1.545   0.041  
4485       1135.35 830.602 17.992  0.024   1.187   0.042   0.265   0.043   INDEF   INDEF  
4486       1551.12 120.715 17.943  0.023   1.150   0.037   0.619   0.038   1.403   0.040  
4487       2406.36 1933.90 17.881  0.020   1.334   0.027   0.488   0.029   1.308   0.035  
4488       3264.88 2959.70 17.876  0.010   1.403   0.020   0.978   0.043   1.365   0.027  
4489       2165.67 1971.14 17.828  0.019   1.440   0.028   0.761   0.034   1.445   0.029  
4490       2054.39 336.927 17.987  0.023   1.107   0.042   0.391   0.042   1.290   0.042  
4491       1999.91 602.770 19.006  0.035   1.041   0.073   INDEF   INDEF   3.062   0.040  
4492       556.274 1812.21 17.876  0.019   1.310   0.039   0.949   0.048   1.466   0.031  
4493       2755.79 3041.07 18.038  0.014   2.135   0.027   INDEF   INDEF   2.250   0.020  
4494       1739.78 1344.92 17.876  0.022   1.380   0.029   0.513   0.034   1.338   0.032  
4495       712.741 3888.48 18.007  0.020   1.008   0.041   0.635   0.063   1.356   0.043  
4496       3928.91 272.385 17.982  0.020   1.362   0.036   INDEF   INDEF   1.595   0.032  
4497       2203.79 3108.46 17.941  0.010   1.264   0.018   0.515   0.029   1.498   0.031  
4498       3383.60 3435.27 17.906  0.011   1.398   0.020   0.577   0.033   1.587   0.025  
4499       3659.03 1944.45 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
