#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
579        60.931  2164.36 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
580        2315.39 2366.35 15.113  0.016   1.492   0.026   0.703   0.022   1.657   0.016  
581        2387.42 3547.64 14.269  0.028   4.884   0.331   -3.569  0.341   0.441   0.027  
582        4093.50 3231.83 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
583        3035.92 687.965 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
584        2770.45 2100.11 14.926  0.012   0.966   0.023   0.188   0.022   0.879   0.013  
585        2052.67 3903.97 14.779  0.018   0.931   0.036   0.266   0.035   0.890   0.019  
586        3254.80 1519.29 15.087  0.011   0.894   0.018   0.255   0.016   0.824   0.013  
587        2429.04 1637.31 15.107  0.014   1.729   0.026   1.045   0.025   1.684   0.014  
588        1749.66 2038.16 14.940  0.008   0.935   0.016   0.317   0.015   0.759   0.010  
589        4091.28 3832.80 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
590        336.336 2198.82 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
591        2285.09 3336.31 14.775  0.008   0.884   0.023   0.446   0.026   0.822   0.009  
592        3183.00 1862.47 15.162  0.011   1.854   0.021   0.987   0.023   1.824   0.012  
593        3961.25 3104.10 15.103  0.014   0.941   0.024   0.264   0.020   1.015   0.016  
594        2396.95 2202.16 14.927  0.016   1.028   0.023   0.266   0.019   0.945   0.016  
595        3959.22 604.500 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
596        1771.38 991.165 15.287  0.016   1.753   0.027   0.949   0.031   1.930   0.017  
597        310.220 3851.92 14.892  0.026   2.018   0.042   1.391   0.040   2.261   0.029  
598        2236.73 793.938 15.024  0.023   1.081   0.036   0.347   0.031   1.066   0.025  
599        2573.66 891.940 15.015  0.020   1.130   0.034   0.336   0.030   1.086   0.022  
600        366.734 2188.57 14.733  0.021   2.535   0.237   -1.519  0.244   0.750   0.022  
601        252.401 2211.66 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
602        1088.41 734.906 14.923  0.014   1.099   0.034   0.841   0.038   1.112   0.016  
603        2654.86 847.588 15.033  0.019   0.861   0.038   0.340   0.035   0.770   0.022  
604        3289.49 1166.84 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
605        3143.04 1736.46 15.002  0.010   0.964   0.025   0.275   0.026   0.946   0.011  
606        3812.21 2322.90 14.811  0.039   1.826   0.049   -0.612  0.042   1.041   0.041  
607        2076.24 3058.30 15.155  0.008   1.876   0.015   1.362   0.018   1.862   0.008  
608        3086.26 2255.64 14.908  0.010   1.057   0.021   0.459   0.022   0.886   0.011  
609        1958.64 3809.50 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
610        3386.78 4090.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
611        2917.82 1653.59 14.959  0.011   1.149   0.026   0.526   0.026   1.012   0.013  
612        1145.78 3742.88 15.364  0.016   2.088   0.036   1.071   0.041   2.364   0.019  
613        2636.42 1596.37 15.149  0.014   1.809   0.029   1.146   0.030   1.774   0.015  
614        308.140 2084.40 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
615        549.304 2981.99 15.130  0.012   0.932   0.035   0.275   0.036   1.000   0.015  
616        150.697 483.108 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
617        2651.53 2157.66 15.014  0.013   1.001   0.025   0.253   0.023   0.967   0.014  
618        3160.57 157.093 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
619        3723.84 2111.76 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
620        1768.89 3108.30 15.030  0.009   1.444   0.017   0.761   0.016   1.435   0.010  
621        380.069 1789.97 15.098  0.017   0.815   0.041   0.431   0.041   0.906   0.021  
622        904.420 4035.77 14.836  0.024   0.808   0.050   0.695   0.052   0.763   0.026  
623        2381.88 3145.09 15.017  0.011   1.089   0.019   0.412   0.020   1.125   0.011  
624        2760.33 3980.74 15.017  0.020   0.802   0.032   0.330   0.026   0.805   0.021  
625        701.315 1649.79 14.928  0.017   0.896   0.036   0.315   0.034   0.900   0.017  
626        3245.13 3428.94 15.076  0.015   1.139   0.023   0.429   0.019   1.127   0.016  
627        1263.14 1736.68 14.951  0.015   0.873   0.029   0.325   0.029   0.914   0.015  
628        3519.86 716.843 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
629        88.629  681.285 14.232  0.026   1.700   0.037   1.295   0.027   INDEF   INDEF  
630        2549.77 1250.17 15.015  0.020   1.811   0.034   1.045   0.030   1.783   0.021  
631        2659.51 3703.10 14.992  0.018   1.250   0.029   0.696   0.026   1.204   0.018  
632        2434.15 894.078 15.113  0.023   1.002   0.035   0.295   0.029   0.968   0.025  
633        3254.63 1685.90 15.096  0.011   0.977   0.019   0.236   0.019   0.914   0.013  
634        2777.74 620.891 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
635        3074.94 334.397 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
636        2787.84 3768.61 15.041  0.013   1.014   0.030   0.354   0.029   1.013   0.014  
637        2086.93 2186.51 16.265  0.016   2.667   0.028   0.570   0.037   2.922   0.016  
638        398.631 1822.63 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
639        196.484 2865.23 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
640        373.206 3752.06 15.107  0.023   1.007   0.040   0.507   0.036   1.029   0.026  
641        1995.53 4020.74 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
642        3071.52 4024.13 15.086  0.013   0.877   0.028   0.321   0.027   0.819   0.014  
643        3951.21 1066.69 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
644        1336.30 1971.38 15.145  0.011   0.962   0.020   0.311   0.020   1.102   0.012  
645        3255.33 1466.55 15.218  0.010   0.873   0.017   0.371   0.016   0.809   0.013  
646        3137.51 3742.94 14.898  0.018   1.014   0.030   0.913   0.025   0.907   0.019  
647        2321.56 2494.36 15.032  0.018   1.008   0.026   0.286   0.021   0.965   0.019  
648        3977.05 4035.23 16.466  0.010   2.572   0.028   0.396   0.035   3.364   0.011  
649        2561.89 3734.52 14.943  0.019   0.982   0.035   0.266   0.032   0.926   0.019  
650        2587.94 2978.76 15.055  0.008   0.936   0.019   0.295   0.021   0.930   0.010  
651        2498.27 2170.15 15.420  0.016   2.045   0.024   1.162   0.024   2.104   0.016  
652        1493.34 2285.58 15.201  0.010   1.724   0.020   0.966   0.020   1.771   0.011  
653        1086.83 987.501 14.986  0.021   0.929   0.036   0.235   0.034   0.933   0.021  
654        2448.96 2729.65 15.224  0.010   1.945   0.018   1.413   0.019   1.964   0.010  
655        3989.26 1421.20 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
656        1506.98 2075.81 14.976  0.009   1.090   0.016   0.751   0.015   0.980   0.010  
657        519.995 3750.58 15.087  0.018   0.894   0.038   0.601   0.037   0.877   0.022  
658        942.600 2670.36 16.297  0.014   2.675   0.028   0.597   0.030   3.106   0.015  
659        945.286 297.546 15.257  0.020   0.853   0.033   0.220   0.030   0.919   0.023  
660        1879.80 2679.67 15.028  0.016   1.006   0.022   0.235   0.017   0.947   0.016  
661        1372.83 2966.35 16.271  0.013   2.640   0.025   0.716   0.031   2.928   0.013  
662        922.592 1423.02 15.071  0.018   1.019   0.033   0.360   0.031   1.069   0.018  
663        2380.85 3242.06 15.054  0.012   1.059   0.022   0.398   0.023   1.076   0.012  
664        3365.85 712.233 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
665        1694.90 3041.64 15.838  0.010   2.474   0.019   0.908   0.025   2.671   0.011  
666        448.156 1304.16 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
667        1055.29 1325.33 15.149  0.019   1.312   0.033   0.651   0.031   1.333   0.019  
668        3167.88 1484.84 15.250  0.011   1.776   0.020   1.013   0.024   1.838   0.013  
669        2942.96 2408.31 15.134  0.011   1.029   0.019   0.261   0.019   0.949   0.013  
670        3109.96 112.940 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
671        522.117 871.941 15.160  0.017   0.765   0.034   0.349   0.034   0.787   0.020  
672        690.068 3471.56 15.005  0.016   1.321   0.034   0.846   0.033   1.361   0.019  
673        465.121 2082.72 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
674        25.001  2831.29 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
675        3107.62 652.615 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
676        2963.36 2234.26 15.163  0.009   1.019   0.020   0.219   0.020   0.967   0.011  
677        2908.86 2159.86 15.100  0.010   0.918   0.020   0.328   0.020   0.848   0.011  
678        884.141 3828.94 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
679        895.623 2258.01 15.138  0.012   0.948   0.027   0.319   0.027   0.990   0.013  
680        1427.45 1317.78 15.105  0.019   0.899   0.027   0.375   0.022   0.840   0.020  
681        3798.69 1610.75 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
682        1074.26 1927.12 15.915  0.018   1.604   0.028   0.757   0.028   2.578   0.018  
683        582.502 1963.85 15.122  0.016   0.947   0.037   0.290   0.036   0.982   0.017  
684        1510.61 1905.29 15.209  0.008   1.110   0.017   0.435   0.017   1.179   0.010  
685        497.087 1290.80 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
686        585.233 1986.94 15.098  0.013   0.617   0.037   0.091   0.038   0.695   0.014  
687        845.148 1159.84 15.147  0.020   0.971   0.035   0.271   0.034   1.042   0.021  
688        3818.90 3522.14 15.321  0.012   0.850   0.020   0.290   0.018   0.907   0.014  
689        4019.01 3260.63 15.348  0.012   0.874   0.022   0.358   0.020   0.933   0.014  
690        121.091 128.739 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
691        683.286 1976.99 15.369  0.013   1.627   0.034   0.994   0.035   1.722   0.014  
692        3423.79 318.144 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
693        3797.35 655.426 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
694        1298.72 2848.11 15.185  0.013   0.968   0.022   0.456   0.020   0.962   0.014  
695        267.159 1417.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
696        2623.98 1457.90 15.168  0.013   1.209   0.031   0.454   0.029   1.137   0.015  
697        2147.34 2514.56 15.599  0.017   1.861   0.027   1.045   0.026   1.920   0.017  
698        3367.49 191.744 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
699        1518.55 1605.97 15.277  0.011   0.897   0.019   0.337   0.017   0.917   0.013  
700        2279.22 2123.40 15.045  0.016   0.859   0.024   0.350   0.020   0.777   0.016  
701        240.080 1240.12 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
702        2028.97 3403.59 14.918  0.013   0.821   0.028   0.362   0.029   0.697   0.014  
703        863.510 2525.24 15.177  0.015   0.979   0.027   0.484   0.024   0.981   0.016  
704        1657.88 1835.09 16.238  0.010   2.753   0.017   0.358   0.029   3.222   0.011  
705        2274.09 1252.72 15.318  0.016   1.787   0.026   1.005   0.025   1.830   0.017  
706        2481.70 3357.70 15.659  0.010   1.983   0.022   1.127   0.028   2.104   0.011  
707        1222.71 1798.71 15.882  0.015   2.145   0.027   0.977   0.029   2.352   0.015  
708        2777.50 1719.05 15.372  0.014   1.881   0.030   1.111   0.031   1.789   0.015  
709        838.364 3892.97 15.280  0.021   1.098   0.041   0.606   0.047   1.296   0.024  
710        56.277  3754.30 14.929  0.025   1.971   0.041   1.279   0.037   2.195   0.031  
711        1725.07 2154.05 15.356  0.011   1.971   0.019   1.221   0.019   1.894   0.012  
712        2241.97 597.808 15.235  0.022   1.264   0.039   0.452   0.036   1.261   0.024  
713        1937.52 1143.90 15.255  0.016   1.210   0.025   0.440   0.023   1.247   0.017  
714        1352.24 3624.91 15.279  0.010   1.236   0.027   0.507   0.032   1.311   0.013  
715        2282.61 880.169 15.291  0.019   1.119   0.031   0.342   0.029   1.139   0.021  
716        3272.23 3777.40 15.323  0.017   1.702   0.030   0.940   0.027   1.858   0.018  
717        434.586 3127.26 15.328  0.013   1.748   0.036   0.920   0.038   2.062   0.017  
718        88.568  2123.99 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
719        1606.79 2998.40 15.271  0.011   1.148   0.020   0.379   0.017   1.140   0.012  
720        1322.07 3872.40 16.207  0.013   2.611   0.033   0.594   0.048   3.543   0.016  
721        3330.28 145.099 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
722        538.466 1569.64 15.182  0.017   0.774   0.036   0.395   0.035   0.866   0.018  
723        2800.47 185.889 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
724        1679.41 997.805 15.249  0.018   1.072   0.031   0.309   0.028   1.124   0.019  
725        2340.74 1039.96 15.215  0.023   1.294   0.033   0.540   0.026   1.259   0.024  
726        3385.41 2484.76 15.292  0.007   0.890   0.017   0.302   0.019   0.869   0.010  
727        3042.70 4103.58 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
728        2422.48 819.767 15.276  0.019   1.123   0.033   0.453   0.032   1.152   0.021  
729        497.385 1144.88 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
730        656.187 1155.28 15.256  0.015   1.105   0.032   0.894   0.034   1.272   0.017  
731        4.995   2645.71 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
732        1365.13 3566.87 15.232  0.013   1.101   0.026   0.377   0.029   1.057   0.015  
733        2568.06 3718.78 15.134  0.017   1.084   0.029   0.733   0.026   1.030   0.018  
734        1071.27 1760.96 15.743  0.017   1.878   0.030   1.101   0.031   2.021   0.017  
735        1013.09 2501.22 15.253  0.013   1.038   0.024   0.527   0.022   1.092   0.014  
736        4032.83 1654.14 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
737        1067.29 2510.91 15.282  0.012   1.055   0.023   0.464   0.020   1.097   0.013  
738        3852.03 3222.48 15.366  0.011   0.899   0.019   0.461   0.017   0.933   0.013  
739        2218.18 1430.56 15.315  0.014   0.773   0.024   0.359   0.020   0.660   0.015  
740        149.680 1599.12 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
741        2683.40 3961.53 15.529  0.013   1.851   0.027   1.198   0.029   1.944   0.014  
742        263.782 2885.53 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
743        2456.75 107.354 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
744        3704.07 1853.23 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
745        694.536 486.379 15.375  0.018   0.960   0.032   0.337   0.031   1.056   0.022  
746        1963.80 3605.95 15.431  0.008   1.574   0.022   0.810   0.026   1.600   0.009  
747        439.680 3113.78 15.336  0.014   1.922   0.037   1.253   0.039   2.072   0.017  
748        3489.77 4038.22 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
749        2982.85 1980.70 15.468  0.012   1.848   0.023   0.936   0.025   1.752   0.013  
750        2290.65 1297.45 15.363  0.019   0.991   0.028   0.262   0.021   0.908   0.020  
751        3634.33 3876.40 15.460  0.017   0.905   0.027   0.379   0.022   1.123   0.018  
752        2019.21 2901.34 15.377  0.011   0.891   0.017   0.376   0.014   0.866   0.013  
753        571.524 1237.93 15.332  0.018   1.055   0.035   0.444   0.036   1.179   0.020  
754        3663.64 1004.43 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
755        3463.20 4007.89 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
756        2476.03 1283.87 15.403  0.016   1.012   0.029   0.270   0.025   0.966   0.018  
757        555.763 2501.56 15.274  0.015   0.912   0.034   0.456   0.033   0.908   0.017  
758        662.901 1764.49 15.233  0.016   0.848   0.036   0.420   0.035   0.915   0.017  
759        3261.70 3003.94 15.237  0.013   1.688   0.019   1.036   0.019   1.719   0.015  
760        2508.28 2282.12 15.259  0.016   0.909   0.024   0.273   0.020   0.869   0.016  
761        3805.03 2130.33 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
762        2323.58 3713.33 15.205  0.011   1.082   0.025   0.338   0.027   1.003   0.012  
763        4089.72 2127.71 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
764        1994.43 1787.57 15.328  0.008   1.051   0.015   0.514   0.014   1.092   0.010  
765        1076.22 3716.29 15.264  0.017   0.943   0.035   0.468   0.036   0.983   0.019  
766        3025.58 2058.94 15.324  0.011   0.847   0.024   0.336   0.025   0.782   0.014  
767        447.436 2087.67 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
768        954.007 788.918 15.329  0.015   0.738   0.032   0.255   0.035   0.856   0.018  
769        2391.12 2319.54 15.248  0.019   1.011   0.027   0.278   0.021   0.912   0.020  
770        513.458 1486.72 15.323  0.018   0.948   0.036   0.227   0.035   1.016   0.020  
771        3634.36 3910.99 15.322  0.016   1.110   0.027   0.530   0.023   1.198   0.017  
772        3284.58 1712.91 15.404  0.010   1.870   0.020   1.207   0.025   1.906   0.013  
773        3772.16 1679.30 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
774        4000.54 1980.83 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
775        1245.00 2084.15 15.718  0.015   1.793   0.025   1.012   0.025   1.940   0.015  
776        1467.54 3621.72 15.193  0.013   0.941   0.027   0.562   0.030   0.874   0.015  
777        3987.95 3637.77 15.405  0.030   0.940   0.045   0.329   0.037   1.116   0.031  
778        479.839 725.974 15.717  0.017   0.853   0.031   0.213   0.030   INDEF   INDEF  
779        939.484 1973.01 16.367  0.016   2.361   0.031   1.055   0.040   2.560   0.016  
780        2526.09 2066.57 15.470  0.015   0.826   0.023   0.096   0.018   0.791   0.016  
781        2205.48 2813.95 15.314  0.012   1.117   0.018   0.549   0.016   1.099   0.013  
782        799.090 3178.56 15.427  0.010   0.769   0.031   0.468   0.031   0.790   0.013  
783        2200.82 2147.29 15.537  0.013   1.910   0.022   1.131   0.023   1.856   0.014  
784        945.659 1687.43 15.288  0.013   0.853   0.031   0.373   0.030   0.947   0.014  
785        1909.20 2245.13 15.233  0.014   0.964   0.022   0.389   0.021   0.881   0.015  
786        1027.59 1245.74 15.447  0.015   1.118   0.029   0.442   0.029   1.342   0.017  
787        430.838 4024.42 15.454  0.025   0.750   0.041   0.251   0.041   0.924   0.029  
788        3751.97 2575.47 15.437  0.010   0.981   0.020   0.286   0.019   1.004   0.012  
789        1556.98 400.812 15.384  0.018   1.073   0.033   0.562   0.034   1.209   0.020  
790        3212.32 3619.68 15.576  0.013   0.942   0.026   0.243   0.025   1.115   0.019  
791        3368.55 1832.21 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
792        1877.13 3776.67 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
793        2656.07 1198.28 15.499  0.017   0.940   0.031   0.338   0.027   0.876   0.020  
794        114.905 182.270 15.919  0.026   0.600   0.039   0.432   0.030   INDEF   INDEF  
795        2481.55 3909.98 15.283  0.020   0.970   0.032   0.397   0.027   1.004   0.020  
796        3715.03 375.086 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
797        2523.56 2030.78 15.461  0.012   1.910   0.022   1.263   0.023   1.842   0.013  
798        3781.62 1805.88 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
799        1038.75 1615.55 15.320  0.014   0.937   0.029   0.504   0.028   1.056   0.015  
800        1605.91 636.376 15.832  0.019   2.085   0.037   1.098   0.041   2.288   0.021  
801        3348.27 3584.95 15.519  0.019   0.991   0.028   0.302   0.021   1.048   0.021  
802        888.297 1116.11 15.393  0.016   0.962   0.031   0.348   0.032   1.103   0.017  
803        1398.49 2174.43 15.307  0.013   0.862   0.020   0.386   0.018   0.790   0.014  
804        1147.57 1461.73 15.403  0.019   1.128   0.031   0.535   0.026   1.267   0.019  
805        2640.32 568.389 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
806        2913.86 1420.12 15.457  0.013   1.108   0.026   0.340   0.025   1.119   0.017  
807        2425.86 2132.36 15.367  0.015   1.073   0.022   0.286   0.019   1.011   0.016  
808        1328.79 2442.25 15.529  0.012   1.822   0.021   1.154   0.020   1.843   0.012  
809        2015.33 1445.24 15.355  0.014   0.970   0.021   0.350   0.018   0.952   0.014  
810        906.121 2885.78 15.452  0.011   1.036   0.025   0.389   0.025   1.087   0.013  
811        3328.89 2221.20 15.237  0.011   1.063   0.020   0.767   0.021   0.870   0.012  
812        145.737 2471.25 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
813        1774.46 2493.44 15.379  0.015   1.012   0.023   0.261   0.022   1.029   0.015  
814        1693.29 1934.87 15.481  0.008   1.026   0.013   0.383   0.013   1.009   0.010  
815        340.034 856.232 14.577  0.021   2.266   0.034   1.213   0.033   INDEF   INDEF  
816        2268.71 1543.34 15.641  0.013   1.711   0.023   0.831   0.023   1.808   0.014  
817        1404.22 2499.56 15.315  0.015   0.938   0.024   0.386   0.020   0.892   0.016  
818        669.078 1012.17 15.434  0.016   0.889   0.034   0.264   0.036   0.982   0.019  
819        1063.66 2564.69 15.736  0.014   1.901   0.024   1.195   0.025   1.996   0.015  
820        275.682 2561.99 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
821        2265.33 3623.21 15.929  0.010   2.073   0.025   1.261   0.033   2.160   0.011  
822        2175.37 2924.93 15.423  0.010   1.405   0.016   0.717   0.015   1.401   0.011  
823        1100.95 2672.45 15.458  0.015   1.093   0.024   0.396   0.020   1.107   0.015  
824        1175.95 367.096 15.294  0.017   1.089   0.034   1.054   0.035   1.078   0.020  
825        554.738 2227.27 15.390  0.015   0.923   0.036   0.255   0.037   0.971   0.016  
826        1384.96 1774.41 15.445  0.014   1.028   0.023   0.342   0.020   1.088   0.015  
827        1564.74 3011.34 15.505  0.011   0.938   0.019   0.402   0.017   0.905   0.012  
828        2326.84 736.746 15.419  0.022   1.165   0.037   0.359   0.034   1.076   0.024  
829        1733.99 1263.80 15.446  0.020   1.118   0.029   0.287   0.023   1.141   0.020  
830        1952.18 1304.73 15.469  0.016   1.131   0.024   0.369   0.020   1.205   0.016  
831        3667.07 2759.85 15.679  0.008   2.185   0.018   1.220   0.024   2.308   0.010  
832        3481.08 3369.92 15.657  0.010   2.337   0.020   1.078   0.023   2.550   0.012  
833        1385.62 1747.14 15.931  0.014   2.143   0.023   1.121   0.027   2.243   0.015  
834        2215.10 2962.27 15.433  0.009   1.047   0.014   0.729   0.015   1.019   0.011  
835        3119.41 598.188 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
836        2296.02 2954.94 15.454  0.008   1.087   0.015   0.431   0.017   1.125   0.010  
837        1046.88 479.234 15.442  0.018   0.915   0.035   0.263   0.035   0.931   0.020  
838        371.511 634.240 15.628  0.020   0.918   0.030   0.702   0.027   INDEF   INDEF  
839        3767.78 125.556 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
840        381.556 3159.72 15.519  0.016   1.966   0.039   1.186   0.041   2.250   0.019  
841        3240.89 1035.58 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
842        194.682 173.488 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
843        2124.18 1978.50 15.824  0.011   1.990   0.020   1.121   0.023   2.021   0.012  
844        612.453 1491.02 15.727  0.017   1.785   0.035   1.235   0.039   1.930   0.018  
845        2356.02 2435.91 15.356  0.019   0.990   0.027   0.324   0.023   0.856   0.020  
846        602.668 1975.88 15.409  0.013   0.886   0.034   0.277   0.035   0.953   0.015  
847        964.935 2957.13 15.654  0.010   1.988   0.026   1.258   0.027   2.099   0.012  
848        2073.90 1580.42 15.820  0.013   2.000   0.020   1.049   0.023   2.022   0.013  
849        3686.33 358.183 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
850        2400.20 3058.07 15.678  0.008   1.765   0.017   0.987   0.020   1.834   0.009  
851        561.056 2804.44 15.541  0.015   0.940   0.035   0.321   0.034   1.034   0.017  
852        2895.10 53.657  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
853        1088.82 2316.09 15.455  0.016   0.895   0.025   0.298   0.020   0.923   0.017  
854        2605.68 3620.04 15.405  0.017   0.942   0.028   0.278   0.026   0.965   0.018  
855        742.669 1681.88 15.765  0.016   1.799   0.034   1.183   0.035   1.923   0.016  
856        2746.87 729.779 15.716  0.018   2.309   0.033   1.119   0.035   2.456   0.020  
857        3447.33 3664.61 15.555  0.012   1.703   0.023   1.035   0.024   1.816   0.013  
858        3592.85 198.149 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
859        2910.64 3823.33 15.537  0.019   1.209   0.032   0.425   0.027   1.337   0.020  
860        1701.60 79.861  15.549  0.019   1.060   0.034   0.410   0.031   1.110   0.023  
861        3349.33 1297.42 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
862        1973.95 1658.38 15.447  0.009   1.357   0.016   1.190   0.017   1.401   0.010  
863        3959.31 605.579 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
864        1441.89 1994.08 15.504  0.010   1.256   0.018   0.432   0.017   1.276   0.011  
865        408.242 2599.92 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
866        955.907 3701.95 15.469  0.034   0.883   0.049   0.523   0.038   1.090   0.034  
867        3033.20 3878.76 15.532  0.012   0.895   0.027   0.427   0.026   0.948   0.015  
868        2600.55 7.484   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
869        3423.14 2311.42 15.485  0.007   0.981   0.019   0.370   0.021   0.953   0.010  
870        205.410 1523.92 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
871        3411.38 3176.85 15.608  0.011   1.073   0.018   0.301   0.018   1.132   0.013  
872        552.029 2192.05 15.465  0.015   0.868   0.035   0.238   0.037   0.928   0.017  
873        2195.75 752.185 15.586  0.021   1.819   0.037   0.981   0.036   1.895   0.023  
874        3838.56 1739.41 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
875        39.959  2688.80 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
876        896.769 31.448  15.529  0.028   1.108   0.038   0.635   0.025   INDEF   INDEF  
877        3858.64 812.211 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
