#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
293        1915.77 2553.36 13.626  0.021   0.927   0.029   0.530   0.021   0.713   0.020  
294        146.158 2452.14 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
295        742.633 1734.07 14.228  0.023   1.730   0.041   1.236   0.036   1.732   0.022  
296        499.931 2984.75 13.869  0.022   1.476   0.046   0.945   0.043   1.531   0.024  
297        527.483 833.950 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
298        3215.50 808.291 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
299        1480.54 3217.98 14.130  0.011   0.816   0.022   0.206   0.021   0.907   0.012  
300        874.259 10.998  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
301        13.420  1449.84 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
302        1192.16 375.501 14.045  0.019   0.753   0.051   0.393   0.051   0.742   0.022  
303        2224.00 3212.00 13.724  0.010   0.814   0.027   0.078   0.029   0.564   0.010  
304        3610.90 551.322 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
305        952.063 2986.77 14.071  0.011   1.145   0.030   0.504   0.029   1.109   0.012  
306        358.109 1027.19 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
307        3296.20 239.436 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
308        338.887 947.795 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
309        545.974 1867.02 14.069  0.017   0.786   0.044   0.333   0.043   0.838   0.018  
310        3306.11 3511.66 14.207  0.023   0.602   0.036   0.268   0.028   0.596   0.023  
311        3921.65 3217.09 14.458  0.014   2.515   0.023   0.600   0.021   3.109   0.015  
312        1210.69 3659.39 14.210  0.022   1.795   0.040   1.262   0.038   1.840   0.023  
313        194.287 3235.22 13.743  0.022   2.442   0.043   1.021   0.043   2.737   0.032  
314        3613.16 3965.96 16.898  0.012   2.589   0.025   -0.884  0.029   5.456   0.012  
315        300.827 790.635 13.661  0.023   1.498   0.037   1.150   0.033   INDEF   INDEF  
316        141.413 64.693  14.749  0.031   0.520   0.048   0.460   0.038   INDEF   INDEF  
317        2057.14 3147.00 13.951  0.010   0.810   0.025   0.354   0.026   0.770   0.010  
318        1540.70 1150.11 14.434  0.021   1.830   0.032   1.221   0.030   1.823   0.021  
319        3810.35 1158.10 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
320        2220.78 1167.60 14.071  0.016   0.695   0.027   0.362   0.025   0.655   0.017  
321        941.194 312.741 14.059  0.022   0.920   0.040   0.738   0.036   0.865   0.024  
322        2638.46 2362.57 14.320  0.017   1.420   0.026   0.502   0.021   1.628   0.018  
323        2909.39 3162.70 13.921  0.014   0.657   0.030   0.031   0.029   0.560   0.015  
324        3647.66 3824.14 14.589  0.018   0.913   0.031   -0.104  0.025   1.145   0.018  
325        1123.73 644.517 14.173  0.015   0.755   0.037   0.131   0.039   0.818   0.018  
326        1334.52 934.460 14.089  0.030   1.031   0.046   0.339   0.036   1.078   0.030  
327        448.806 3093.23 14.281  0.023   0.837   0.049   0.228   0.045   0.866   0.025  
328        7.175   3566.00 16.608  0.295   -2.491  0.332   INDEF   INDEF   3.360   0.282  
329        3548.85 2999.08 14.274  0.011   0.740   0.027   0.052   0.027   0.691   0.013  
330        306.889 359.009 15.262  0.115   3.589   0.366   INDEF   INDEF   2.343   0.110  
331        842.383 1096.79 14.238  0.028   1.304   0.045   0.556   0.038   1.398   0.028  
332        2962.81 4042.21 15.174  0.016   2.199   0.029   1.069   0.071   2.706   0.017  
333        3260.99 4018.50 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
334        1293.46 3473.09 14.251  0.010   1.586   0.023   0.870   0.025   1.652   0.011  
335        2291.68 3494.30 13.864  0.013   1.063   0.037   0.290   0.038   0.816   0.013  
336        2850.55 1716.04 14.213  0.015   0.973   0.036   0.170   0.034   0.854   0.016  
337        1481.51 676.898 13.932  0.024   0.791   0.043   0.268   0.040   0.599   0.024  
338        1442.18 573.350 14.171  0.019   0.771   0.064   0.404   0.065   0.991   0.020  
339        2413.70 1516.27 14.192  0.013   1.066   0.030   0.411   0.028   1.020   0.014  
340        768.647 1774.40 14.149  0.013   0.976   0.038   0.362   0.038   1.070   0.013  
341        1212.14 1217.40 14.507  0.019   1.667   0.031   0.969   0.029   1.772   0.019  
342        1932.91 1091.72 14.130  0.016   0.874   0.033   0.237   0.032   0.907   0.017  
343        1697.09 2712.87 14.143  0.020   1.101   0.028   0.375   0.020   1.076   0.020  
344        2570.98 2048.40 14.081  0.010   0.621   0.027   0.247   0.026   0.481   0.011  
345        1718.62 1636.63 15.864  0.013   2.591   0.022   0.259   0.027   3.661   0.014  
346        3276.40 3311.75 14.275  0.025   0.961   0.033   0.464   0.022   1.041   0.025  
347        37.886  3545.52 14.454  0.026   0.860   0.045   0.226   0.040   0.973   0.031  
348        13.356  4021.90 14.447  0.027   1.638   0.052   INDEF   INDEF   1.697   0.032  
349        3168.26 3993.54 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
350        770.598 1196.87 14.381  0.019   1.550   0.035   0.887   0.035   1.633   0.020  
351        1674.52 2049.65 14.102  0.009   1.848   0.015   1.165   0.014   1.812   0.010  
352        3356.05 1436.18 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
353        3737.28 3443.97 14.752  0.013   2.333   0.023   0.862   0.022   3.009   0.015  
354        290.026 358.214 14.845  0.027   0.635   0.039   0.398   0.028   INDEF   INDEF  
355        180.398 2767.03 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
356        1997.08 3061.99 14.802  0.007   2.233   0.015   1.185   0.019   2.378   0.008  
357        1160.37 3257.29 14.303  0.011   0.795   0.028   0.438   0.027   0.719   0.013  
358        3144.43 1530.96 14.328  0.010   0.726   0.023   0.299   0.023   0.625   0.013  
359        1411.86 2121.54 14.030  0.021   0.827   0.029   0.434   0.020   0.672   0.020  
360        1959.24 3705.20 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
361        2638.45 3540.75 14.155  0.025   1.025   0.038   0.345   0.030   1.017   0.024  
362        3378.93 2727.08 14.313  0.017   0.836   0.026   0.351   0.021   0.852   0.018  
363        3477.78 2557.33 14.502  0.011   0.958   0.021   0.189   0.020   1.023   0.016  
364        2718.57 303.328 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
365        916.682 2212.19 14.041  0.021   0.860   0.038   0.446   0.033   0.841   0.020  
366        1277.34 1316.08 14.977  0.020   2.064   0.031   1.101   0.029   2.247   0.020  
367        2253.42 526.656 14.303  0.026   0.761   0.050   0.355   0.046   0.639   0.029  
368        2267.94 3323.37 14.417  0.011   1.581   0.025   0.974   0.026   1.541   0.011  
369        413.408 353.867 13.956  0.025   1.273   0.036   1.101   0.028   INDEF   INDEF  
370        983.814 1474.62 14.748  0.019   1.923   0.033   1.255   0.033   2.085   0.019  
371        1557.54 1418.44 14.279  0.015   0.772   0.023   0.287   0.019   0.861   0.015  
372        4011.97 3731.08 14.397  0.015   0.726   0.027   0.341   0.023   0.779   0.016  
373        858.853 3832.91 14.468  0.173   0.956   0.408   INDEF   INDEF   INDEF   INDEF  
374        858.960 3837.92 15.203  0.175   0.781   0.248   -1.746  0.251   INDEF   INDEF  
375        1525.67 3809.84 14.052  0.015   0.886   0.033   0.542   0.036   0.632   0.017  
376        2899.75 2410.56 14.243  0.010   0.851   0.019   0.367   0.020   0.802   0.011  
377        3814.85 3816.08 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
378        286.743 3311.37 14.429  0.019   0.650   0.046   0.401   0.045   0.755   0.023  
379        2401.54 3217.95 14.202  0.018   1.034   0.030   0.378   0.025   1.014   0.018  
380        3850.83 2333.79 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
381        2104.55 2831.92 14.566  0.011   0.794   0.016   0.247   0.013   0.797   0.014  
382        245.316 2950.08 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
383        271.183 2284.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
384        1471.43 1078.92 14.186  0.018   0.790   0.038   0.203   0.037   0.807   0.019  
385        2044.89 2069.46 14.268  0.018   1.164   0.028   0.401   0.021   1.066   0.018  
386        2475.21 90.781  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
387        588.968 427.941 14.827  0.021   0.794   0.033   0.254   0.027   INDEF   INDEF  
388        3993.49 2456.06 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
389        2374.95 4003.08 14.739  0.014   1.998   0.028   1.382   0.031   2.005   0.014  
390        2258.61 2046.10 14.223  0.012   0.855   0.026   0.319   0.025   0.659   0.012  
391        3481.18 2240.99 14.142  0.014   0.669   0.027   0.254   0.024   0.512   0.014  
392        2538.24 1477.33 14.426  0.015   0.727   0.032   0.311   0.029   0.695   0.016  
393        3441.73 2563.57 14.243  0.017   1.392   0.026   0.850   0.020   1.356   0.018  
394        975.972 1536.27 14.118  0.025   0.684   0.052   0.287   0.046   0.675   0.025  
395        3649.30 2992.95 14.287  0.016   1.532   0.025   0.939   0.020   1.598   0.017  
396        3111.24 3280.16 14.519  0.015   0.748   0.025   0.052   0.022   0.754   0.017  
397        1713.34 3779.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
398        560.907 1591.98 14.231  0.026   0.797   0.048   0.400   0.043   0.834   0.026  
399        1134.46 2592.13 14.454  0.014   2.041   0.024   1.315   0.021   2.070   0.014  
400        2852.89 2820.20 14.381  0.011   1.113   0.021   0.392   0.023   1.043   0.012  
401        3391.23 1358.41 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
402        293.139 3734.96 14.247  0.030   1.931   0.047   1.233   0.039   2.116   0.033  
403        1132.14 699.570 14.354  0.025   1.432   0.040   0.935   0.035   1.341   0.026  
404        3098.63 4087.81 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
405        1199.48 261.951 14.344  0.019   1.709   0.034   1.049   0.033   1.753   0.021  
406        157.727 3702.85 14.633  0.023   0.771   0.042   0.329   0.039   0.960   0.027  
407        2132.85 286.234 14.459  0.017   0.586   0.045   0.157   0.046   0.657   0.020  
408        629.372 1852.89 14.395  0.024   0.941   0.045   0.354   0.040   0.992   0.024  
409        3985.45 1913.13 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
410        1233.60 3999.19 14.588  0.021   1.933   0.039   1.608   0.043   2.004   0.023  
411        818.577 1188.09 14.315  0.017   0.832   0.038   0.441   0.038   0.887   0.018  
412        3110.41 1736.52 14.303  0.010   0.798   0.029   0.086   0.029   0.695   0.011  
413        1665.03 2275.16 15.573  0.012   2.555   0.024   0.793   0.030   2.810   0.012  
414        2060.47 1767.96 14.670  0.010   1.749   0.017   1.043   0.017   1.674   0.010  
415        640.802 2063.33 14.386  0.029   1.041   0.048   0.342   0.039   1.039   0.029  
416        3644.17 4081.59 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
417        1012.56 3238.16 14.382  0.011   1.713   0.028   0.968   0.028   1.802   0.012  
418        2700.15 2038.72 14.349  0.012   0.772   0.025   -0.003  0.024   0.723   0.012  
419        2389.72 1899.49 14.514  0.011   1.648   0.018   0.961   0.017   1.576   0.011  
420        546.878 654.045 14.908  0.019   0.750   0.033   0.309   0.032   INDEF   INDEF  
421        276.456 2587.29 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
422        66.378  1732.87 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
423        640.691 1813.26 14.292  0.026   0.765   0.048   0.236   0.041   0.687   0.026  
424        601.080 443.932 14.842  0.020   0.926   0.031   0.306   0.027   INDEF   INDEF  
425        3706.18 4071.07 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
426        3093.77 648.334 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
427        1586.96 2984.63 14.567  0.011   1.066   0.018   0.336   0.015   1.026   0.012  
428        2118.12 725.399 14.769  0.021   2.030   0.036   1.079   0.035   2.181   0.022  
429        3496.03 3934.19 15.177  0.016   2.414   0.029   0.889   0.029   2.759   0.017  
430        2963.62 580.819 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
431        716.656 932.819 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
432        266.791 1950.47 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
433        2220.73 238.458 14.616  0.020   0.803   0.045   0.421   0.044   0.770   0.025  
434        3142.35 3128.49 14.590  0.014   1.026   0.024   0.446   0.023   1.124   0.015  
435        3392.21 2315.90 14.503  0.008   0.795   0.020   0.276   0.021   0.757   0.010  
436        4052.60 3462.33 14.650  0.013   0.997   0.024   0.346   0.021   1.116   0.014  
437        3260.21 1213.44 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
438        1349.88 1540.79 14.848  0.018   1.840   0.025   1.179   0.023   1.924   0.018  
439        498.440 507.940 15.109  0.023   0.779   0.033   0.168   0.027   INDEF   INDEF  
440        2443.07 82.556  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
441        3196.19 1028.66 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
442        1700.49 3460.89 14.659  0.012   1.670   0.023   1.180   0.024   1.660   0.013  
443        1916.46 3702.56 14.163  0.024   0.806   0.039   0.327   0.034   0.662   0.023  
444        701.251 2096.89 14.438  0.026   1.105   0.038   0.477   0.030   1.036   0.025  
445        3519.91 2060.94 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
446        1204.07 124.221 14.670  0.022   0.902   0.033   0.439   0.027   0.885   0.024  
447        3661.85 1593.54 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
448        3443.75 1341.88 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
449        3342.38 1794.06 14.576  0.009   0.704   0.021   0.160   0.021   0.621   0.010  
450        225.299 1596.59 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
451        1296.08 1608.60 14.490  0.014   0.870   0.026   0.499   0.023   0.828   0.015  
452        1911.62 1821.19 14.832  0.009   0.771   0.018   0.104   0.017   0.740   0.010  
453        1194.58 2.556   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
454        3300.46 1817.60 14.404  0.013   0.746   0.023   0.281   0.021   0.603   0.013  
455        84.321  1696.78 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
456        2309.39 923.489 14.373  0.029   1.080   0.042   0.820   0.032   0.836   0.030  
457        2556.74 1102.42 14.667  0.020   0.969   0.035   0.391   0.029   0.845   0.022  
458        3717.39 661.863 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
459        2502.10 1020.01 14.615  0.020   0.935   0.040   0.467   0.036   0.923   0.022  
460        1457.26 1174.39 14.477  0.018   0.812   0.030   0.396   0.028   0.854   0.018  
461        2334.06 381.126 14.665  0.020   1.071   0.043   0.298   0.042   0.998   0.024  
462        3132.30 3229.34 14.640  0.015   0.772   0.024   0.304   0.021   0.632   0.016  
463        1947.78 1674.04 14.627  0.009   0.955   0.018   0.357   0.017   0.894   0.010  
464        3700.29 1151.89 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
465        2601.19 2269.72 14.470  0.014   0.913   0.022   0.471   0.020   0.725   0.014  
466        4015.83 2970.71 14.689  0.015   0.837   0.025   0.338   0.022   0.899   0.016  
467        1141.86 4025.18 14.344  0.026   3.085   0.195   -1.584  0.202   0.874   0.028  
468        58.884  1776.25 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
469        1855.85 2399.53 14.262  0.019   0.800   0.030   0.256   0.025   0.597   0.019  
470        2171.73 198.110 14.608  0.016   1.321   0.038   0.664   0.037   1.434   0.021  
471        2223.16 1829.88 14.829  0.010   1.853   0.017   1.250   0.019   1.786   0.010  
472        3286.44 556.091 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
473        2801.30 620.464 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
474        1817.29 263.057 14.737  0.019   1.078   0.038   0.446   0.036   1.223   0.021  
475        590.481 3239.94 14.752  0.013   0.848   0.037   0.395   0.037   0.956   0.016  
476        2163.17 3204.55 14.781  0.009   1.509   0.017   0.817   0.019   1.522   0.010  
477        4068.46 3414.61 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
478        3637.03 3830.15 14.621  0.018   1.210   0.033   0.590   0.029   1.227   0.018  
479        258.659 864.635 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
480        580.956 1197.94 14.621  0.016   0.815   0.035   0.212   0.036   0.784   0.018  
481        2535.88 1758.54 15.166  0.012   2.143   0.026   1.173   0.028   2.122   0.013  
482        1817.48 1113.95 14.503  0.020   0.866   0.030   0.401   0.024   0.709   0.021  
483        600.344 1022.90 14.639  0.017   0.760   0.040   0.365   0.040   0.799   0.019  
484        1186.87 997.709 14.644  0.019   1.011   0.034   0.279   0.033   1.063   0.019  
485        4054.28 1127.73 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
486        171.281 2940.97 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
487        3921.70 3148.48 14.815  0.016   0.873   0.027   0.314   0.023   0.997   0.017  
488        237.233 45.842  14.353  0.040   1.283   0.057   1.038   0.042   INDEF   INDEF  
489        784.403 2088.32 14.347  0.030   0.732   0.048   0.350   0.038   0.666   0.029  
490        252.211 3715.25 14.916  0.131   0.325   0.520   INDEF   INDEF   INDEF   INDEF  
491        2237.90 1731.06 14.844  0.011   0.938   0.020   0.183   0.017   0.862   0.012  
492        22.007  2833.68 14.830  0.028   1.229   0.066   INDEF   INDEF   1.489   0.097  
493        148.668 481.001 14.993  0.029   0.946   0.043   0.466   0.031   INDEF   INDEF  
494        384.759 1787.47 14.770  0.017   0.779   0.038   0.349   0.038   0.809   0.020  
495        442.371 934.836 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
